,Topic Divergence,Burst Length,Compatible Msgs,Incompatible Msgs,Avg Compat Ratio
0.0,0.0,1.0,0.0,0.0,0.5
1.0,1.0,12.0,9.0,3.0,0.75
2.0,1.0,13.0,12.0,1.0,0.92
3.0,1.0,8.0,8.0,0.0,1.0
4.0,1.0,14.0,11.0,3.0,0.79
5.0,1.0,10.0,8.0,2.0,0.8
6.0,1.0,13.0,13.0,0.0,1.0
7.0,1.0,12.0,12.0,0.0,1.0
8.0,1.0,9.0,7.0,2.0,0.78
9.0,1.0,12.0,10.0,2.0,0.83
10.0,1.0,9.0,8.0,1.0,0.89
11.0,1.0,10.0,10.0,0.0,1.0
12.0,1.0,10.0,7.0,3.0,0.7
13.0,1.0,11.0,9.0,2.0,0.82
14.0,1.0,12.0,10.0,2.0,0.83
15.0,1.0,11.0,8.0,3.0,0.73
16.0,1.0,9.0,9.0,0.0,1.0
17.0,1.0,12.0,11.0,1.0,0.92
18.0,1.0,11.0,11.0,0.0,1.0
19.0,1.0,12.0,10.0,2.0,0.83
20.0,1.0,8.0,8.0,0.0,1.0
21.0,1.0,8.0,8.0,0.0,1.0
22.0,1.0,9.0,6.0,3.0,0.67
23.0,1.0,7.0,5.0,2.0,0.71
24.0,1.0,10.0,9.0,1.0,0.9
25.0,1.0,13.0,10.0,3.0,0.77
26.0,1.0,7.0,6.0,1.0,0.86
27.0,1.0,10.0,9.0,1.0,0.9
28.0,1.0,11.0,9.0,2.0,0.82
29.0,1.0,7.0,7.0,0.0,1.0
30.0,1.0,9.0,8.0,1.0,0.89
31.0,1.0,10.0,9.0,1.0,0.9
32.0,1.0,11.0,10.0,1.0,0.91
33.0,1.0,10.0,9.0,1.0,0.9
34.0,1.0,9.0,7.0,2.0,0.78
35.0,1.0,7.0,7.0,0.0,1.0
36.0,1.0,11.0,9.0,2.0,0.82
37.0,1.0,8.0,7.0,1.0,0.88
38.0,1.0,11.0,7.0,4.0,0.64
39.0,1.0,10.0,8.0,2.0,0.8
40.0,1.0,10.0,8.0,2.0,0.8
41.0,1.0,10.0,7.0,3.0,0.7
42.0,1.0,12.0,10.0,2.0,0.83
43.0,1.0,9.0,9.0,0.0,1.0
44.0,1.0,11.0,11.0,0.0,1.0
45.0,1.0,9.0,7.0,2.0,0.78
46.0,1.0,12.0,11.0,1.0,0.92
47.0,1.0,9.0,8.0,1.0,0.89
48.0,1.0,12.0,12.0,0.0,1.0
49.0,1.0,14.0,12.0,2.0,0.86
50.0,1.0,12.0,12.0,0.0,1.0
51.0,1.0,8.0,7.0,1.0,0.88
52.0,1.0,9.0,8.0,1.0,0.89
53.0,1.0,12.0,10.0,2.0,0.83
54.0,1.0,6.0,4.0,2.0,0.67
55.0,1.0,12.0,10.0,2.0,0.83
56.0,1.0,9.0,8.0,1.0,0.89
57.0,1.0,10.0,8.0,2.0,0.8
58.0,1.0,11.0,9.0,2.0,0.82
59.0,1.0,10.0,10.0,0.0,1.0
60.0,1.0,10.0,6.0,4.0,0.6
61.0,1.0,10.0,8.0,2.0,0.8
62.0,1.0,12.0,10.0,2.0,0.83
63.0,1.0,13.0,10.0,3.0,0.77
64.0,1.0,11.0,10.0,1.0,0.91
65.0,1.0,14.0,12.0,2.0,0.86
66.0,1.0,12.0,10.0,2.0,0.83
67.0,1.0,10.0,9.0,1.0,0.9
68.0,1.0,10.0,7.0,3.0,0.7
69.0,1.0,9.0,8.0,1.0,0.89
70.0,1.0,9.0,9.0,0.0,1.0
71.0,1.0,10.0,8.0,2.0,0.8
72.0,1.0,11.0,8.0,3.0,0.73
73.0,1.0,9.0,8.0,1.0,0.89
74.0,1.0,13.0,10.0,3.0,0.77
75.0,1.0,8.0,7.0,1.0,0.88
76.0,1.0,10.0,6.0,4.0,0.6
77.0,1.0,12.0,11.0,1.0,0.92
78.0,1.0,10.0,7.0,3.0,0.7
79.0,1.0,12.0,11.0,1.0,0.92
80.0,1.0,9.0,6.0,3.0,0.67
81.0,1.0,9.0,8.0,1.0,0.89
82.0,1.0,11.0,8.0,3.0,0.73
83.0,1.0,8.0,5.0,3.0,0.63
84.0,1.0,10.0,7.0,3.0,0.7
85.0,1.0,10.0,7.0,3.0,0.7
86.0,1.0,13.0,11.0,2.0,0.85
87.0,1.0,11.0,8.0,3.0,0.73
88.0,1.0,8.0,8.0,0.0,1.0
89.0,1.0,7.0,4.0,3.0,0.57
90.0,1.0,6.0,5.0,1.0,0.83
91.0,1.0,9.0,9.0,0.0,1.0
92.0,1.0,9.0,7.0,2.0,0.78
93.0,1.0,8.0,5.0,3.0,0.63
94.0,1.0,11.0,9.0,2.0,0.82
95.0,1.0,9.0,8.0,1.0,0.89
96.0,1.0,11.0,9.0,2.0,0.82
97.0,1.0,8.0,7.0,1.0,0.88
98.0,1.0,10.0,9.0,1.0,0.9
99.0,1.0,10.0,8.0,2.0,0.8
100.0,1.0,10.0,7.0,3.0,0.7
101.0,1.0,11.0,10.0,1.0,0.91
102.0,1.0,10.0,7.0,3.0,0.7
103.0,1.0,12.0,11.0,1.0,0.92
104.0,1.0,10.0,6.0,4.0,0.6
105.0,1.0,15.0,12.0,3.0,0.8
106.0,1.0,12.0,10.0,2.0,0.83
107.0,1.0,13.0,11.0,2.0,0.85
108.0,1.0,8.0,8.0,0.0,1.0
109.0,1.0,7.0,6.0,1.0,0.86
110.0,1.0,8.0,6.0,2.0,0.75
111.0,1.0,10.0,7.0,3.0,0.7
112.0,1.0,9.0,8.0,1.0,0.89
113.0,1.0,9.0,6.0,3.0,0.67
114.0,1.0,15.0,13.0,2.0,0.87
115.0,1.0,8.0,7.0,1.0,0.88
116.0,1.0,10.0,9.0,1.0,0.9
117.0,1.0,9.0,6.0,3.0,0.67
118.0,1.0,6.0,4.0,2.0,0.67
119.0,1.0,12.0,11.0,1.0,0.92
120.0,1.0,12.0,11.0,1.0,0.92
121.0,1.0,14.0,11.0,3.0,0.79
122.0,1.0,7.0,4.0,3.0,0.57
123.0,1.0,12.0,10.0,2.0,0.83
124.0,1.0,12.0,10.0,2.0,0.83
125.0,1.0,11.0,9.0,2.0,0.82
126.0,1.0,12.0,9.0,3.0,0.75
127.0,1.0,13.0,10.0,3.0,0.77
128.0,1.0,10.0,9.0,1.0,0.9
129.0,1.0,11.0,10.0,1.0,0.91
130.0,1.0,10.0,10.0,0.0,1.0
131.0,1.0,11.0,10.0,1.0,0.91
132.0,1.0,13.0,10.0,3.0,0.77
133.0,1.0,10.0,9.0,1.0,0.9
134.0,1.0,10.0,9.0,1.0,0.9
135.0,1.0,11.0,11.0,0.0,1.0
136.0,1.0,10.0,8.0,2.0,0.8
137.0,1.0,9.0,8.0,1.0,0.89
138.0,-1.0,6.0,1.0,5.0,0.17
139.0,1.0,6.0,4.0,2.0,0.67
140.0,1.0,12.0,9.0,3.0,0.75
141.0,1.0,10.0,8.0,2.0,0.8
142.0,1.0,11.0,9.0,2.0,0.82
143.0,1.0,11.0,10.0,1.0,0.91
144.0,1.0,11.0,9.0,2.0,0.82
145.0,1.0,10.0,8.0,2.0,0.8
146.0,1.0,10.0,6.0,4.0,0.6
147.0,1.0,10.0,10.0,0.0,1.0
148.0,1.0,12.0,10.0,2.0,0.83
149.0,1.0,10.0,7.0,3.0,0.7
150.0,1.0,11.0,9.0,2.0,0.82
151.0,1.0,12.0,11.0,1.0,0.92
152.0,1.0,11.0,10.0,1.0,0.91
153.0,1.0,12.0,11.0,1.0,0.92
154.0,1.0,9.0,8.0,1.0,0.89
155.0,1.0,11.0,10.0,1.0,0.91
156.0,1.0,11.0,9.0,2.0,0.82
157.0,1.0,9.0,8.0,1.0,0.89
158.0,1.0,10.0,7.0,3.0,0.7
159.0,1.0,8.0,7.0,1.0,0.88
160.0,1.0,12.0,9.0,3.0,0.75
161.0,1.0,11.0,11.0,0.0,1.0
162.0,1.0,9.0,9.0,0.0,1.0
163.0,1.0,10.0,8.0,2.0,0.8
164.0,1.0,10.0,9.0,1.0,0.9
165.0,1.0,14.0,11.0,3.0,0.79
166.0,1.0,13.0,11.0,2.0,0.85
167.0,1.0,12.0,11.0,1.0,0.92
168.0,1.0,12.0,9.0,3.0,0.75
169.0,1.0,8.0,7.0,1.0,0.88
170.0,1.0,11.0,9.0,2.0,0.82
171.0,1.0,10.0,9.0,1.0,0.9
172.0,1.0,13.0,12.0,1.0,0.92
173.0,1.0,9.0,7.0,2.0,0.78
174.0,1.0,8.0,6.0,2.0,0.75
175.0,1.0,11.0,8.0,3.0,0.73
176.0,1.0,11.0,6.0,5.0,0.55
177.0,1.0,10.0,7.0,3.0,0.7
178.0,1.0,13.0,11.0,2.0,0.85
179.0,1.0,12.0,10.0,2.0,0.83
180.0,1.0,12.0,9.0,3.0,0.75
181.0,1.0,9.0,8.0,1.0,0.89
182.0,1.0,11.0,9.0,2.0,0.82
183.0,1.0,13.0,12.0,1.0,0.92
184.0,1.0,9.0,9.0,0.0,1.0
185.0,1.0,11.0,8.0,3.0,0.73
186.0,1.0,10.0,10.0,0.0,1.0
187.0,1.0,11.0,9.0,2.0,0.82
188.0,1.0,12.0,11.0,1.0,0.92
189.0,1.0,9.0,8.0,1.0,0.89
190.0,1.0,10.0,7.0,3.0,0.7
191.0,1.0,12.0,9.0,3.0,0.75
192.0,1.0,9.0,8.0,1.0,0.89
193.0,1.0,11.0,8.0,3.0,0.73
194.0,1.0,9.0,8.0,1.0,0.89
195.0,1.0,9.0,6.0,3.0,0.67
196.0,1.0,11.0,10.0,1.0,0.91
197.0,1.0,10.0,7.0,3.0,0.7
198.0,1.0,9.0,8.0,1.0,0.89
199.0,1.0,12.0,11.0,1.0,0.92
200.0,1.0,13.0,13.0,0.0,1.0
