,Topic Divergence,Burst Length,Compatible Msgs,Incompatible Msgs,Avg Compat Ratio
0.0,0.0,1.0,0.0,0.0,0.5
1.0,1.0,12.0,12.0,0.0,1.0
2.0,1.0,14.0,11.0,3.0,0.79
3.0,1.0,13.0,12.0,1.0,0.92
4.0,1.0,13.0,10.0,3.0,0.77
5.0,1.0,15.0,14.0,1.0,0.93
6.0,1.0,13.0,9.0,4.0,0.69
7.0,1.0,14.0,13.0,1.0,0.93
8.0,1.0,11.0,7.0,4.0,0.64
9.0,1.0,14.0,13.0,1.0,0.93
10.0,1.0,14.0,9.0,5.0,0.64
11.0,1.0,15.0,13.0,2.0,0.87
12.0,1.0,14.0,9.0,5.0,0.64
13.0,1.0,12.0,10.0,2.0,0.83
14.0,1.0,14.0,11.0,3.0,0.79
15.0,1.0,12.0,9.0,3.0,0.75
16.0,1.0,15.0,11.0,4.0,0.73
17.0,1.0,14.0,12.0,2.0,0.86
18.0,1.0,14.0,11.0,3.0,0.79
19.0,1.0,14.0,12.0,2.0,0.86
20.0,1.0,15.0,12.0,3.0,0.8
21.0,1.0,13.0,11.0,2.0,0.85
22.0,1.0,12.0,9.0,3.0,0.75
23.0,1.0,14.0,12.0,2.0,0.86
24.0,1.0,14.0,11.0,3.0,0.79
25.0,1.0,13.0,11.0,2.0,0.85
26.0,1.0,14.0,9.0,5.0,0.64
27.0,1.0,15.0,13.0,2.0,0.87
28.0,1.0,15.0,11.0,4.0,0.73
29.0,1.0,15.0,13.0,2.0,0.87
30.0,1.0,14.0,11.0,3.0,0.79
31.0,1.0,15.0,14.0,1.0,0.93
32.0,1.0,14.0,10.0,4.0,0.71
33.0,1.0,14.0,13.0,1.0,0.93
34.0,1.0,13.0,11.0,2.0,0.85
35.0,1.0,15.0,14.0,1.0,0.93
36.0,1.0,13.0,9.0,4.0,0.69
37.0,1.0,14.0,13.0,1.0,0.93
38.0,1.0,14.0,10.0,4.0,0.71
39.0,1.0,11.0,9.0,2.0,0.82
40.0,1.0,15.0,10.0,5.0,0.67
41.0,1.0,14.0,11.0,3.0,0.79
42.0,1.0,13.0,10.0,3.0,0.77
43.0,1.0,14.0,13.0,1.0,0.93
44.0,1.0,14.0,10.0,4.0,0.71
45.0,1.0,13.0,11.0,2.0,0.85
46.0,1.0,11.0,7.0,4.0,0.64
47.0,1.0,12.0,10.0,2.0,0.83
48.0,1.0,15.0,10.0,5.0,0.67
49.0,1.0,14.0,14.0,0.0,1.0
50.0,1.0,14.0,10.0,4.0,0.71
51.0,1.0,14.0,13.0,1.0,0.93
52.0,1.0,14.0,9.0,5.0,0.64
53.0,1.0,12.0,11.0,1.0,0.92
54.0,1.0,12.0,8.0,4.0,0.67
55.0,1.0,11.0,11.0,0.0,1.0
56.0,1.0,14.0,10.0,4.0,0.71
57.0,1.0,13.0,12.0,1.0,0.92
58.0,1.0,13.0,9.0,4.0,0.69
59.0,1.0,15.0,13.0,2.0,0.87
60.0,1.0,14.0,11.0,3.0,0.79
61.0,1.0,14.0,12.0,2.0,0.86
62.0,1.0,13.0,10.0,3.0,0.77
63.0,1.0,13.0,9.0,4.0,0.69
64.0,1.0,13.0,13.0,0.0,1.0
65.0,1.0,13.0,7.0,6.0,0.54
66.0,1.0,15.0,14.0,1.0,0.93
67.0,1.0,15.0,9.0,6.0,0.6
68.0,1.0,13.0,13.0,0.0,1.0
69.0,1.0,14.0,10.0,4.0,0.71
70.0,1.0,14.0,12.0,2.0,0.86
71.0,1.0,13.0,11.0,2.0,0.85
72.0,1.0,15.0,12.0,3.0,0.8
73.0,1.0,14.0,12.0,2.0,0.86
74.0,1.0,12.0,10.0,2.0,0.83
75.0,1.0,13.0,12.0,1.0,0.92
76.0,1.0,13.0,10.0,3.0,0.77
77.0,1.0,12.0,9.0,3.0,0.75
78.0,1.0,14.0,13.0,1.0,0.93
79.0,1.0,15.0,11.0,4.0,0.73
80.0,1.0,15.0,13.0,2.0,0.87
81.0,1.0,15.0,11.0,4.0,0.73
82.0,1.0,14.0,13.0,1.0,0.93
83.0,1.0,12.0,10.0,2.0,0.83
84.0,1.0,12.0,9.0,3.0,0.75
85.0,1.0,15.0,12.0,3.0,0.8
86.0,1.0,13.0,11.0,2.0,0.85
87.0,1.0,14.0,10.0,4.0,0.71
88.0,1.0,14.0,13.0,1.0,0.93
89.0,1.0,12.0,10.0,2.0,0.83
