,Topic Divergence,Burst Length,Compatible Msgs,Incompatible Msgs,Avg Compat Ratio
0.0,0.0,1.0,0.0,0.0,0.5
1.0,1.0,11.0,11.0,0.0,1.0
2.0,1.0,12.0,9.0,3.0,0.75
3.0,1.0,13.0,12.0,1.0,0.92
4.0,1.0,15.0,10.0,5.0,0.67
5.0,1.0,11.0,10.0,1.0,0.91
6.0,1.0,13.0,11.0,2.0,0.85
7.0,1.0,14.0,12.0,2.0,0.86
8.0,1.0,14.0,12.0,2.0,0.86
9.0,1.0,15.0,12.0,3.0,0.8
10.0,1.0,14.0,12.0,2.0,0.86
11.0,1.0,13.0,10.0,3.0,0.77
12.0,1.0,12.0,10.0,2.0,0.83
13.0,1.0,12.0,10.0,2.0,0.83
14.0,1.0,11.0,10.0,1.0,0.91
15.0,1.0,14.0,10.0,4.0,0.71
16.0,1.0,13.0,11.0,2.0,0.85
17.0,1.0,14.0,12.0,2.0,0.86
18.0,1.0,14.0,12.0,2.0,0.86
19.0,1.0,14.0,13.0,1.0,0.93
20.0,1.0,15.0,12.0,3.0,0.8
21.0,1.0,14.0,13.0,1.0,0.93
22.0,1.0,15.0,12.0,3.0,0.8
23.0,1.0,14.0,13.0,1.0,0.93
24.0,1.0,14.0,11.0,3.0,0.79
25.0,1.0,14.0,13.0,1.0,0.93
26.0,1.0,14.0,11.0,3.0,0.79
27.0,1.0,11.0,9.0,2.0,0.82
28.0,1.0,14.0,11.0,3.0,0.79
29.0,1.0,13.0,11.0,2.0,0.85
30.0,1.0,14.0,11.0,3.0,0.79
31.0,1.0,13.0,12.0,1.0,0.92
32.0,1.0,15.0,12.0,3.0,0.8
33.0,1.0,14.0,13.0,1.0,0.93
34.0,1.0,15.0,12.0,3.0,0.8
35.0,1.0,14.0,12.0,2.0,0.86
36.0,1.0,12.0,10.0,2.0,0.83
37.0,1.0,13.0,12.0,1.0,0.92
38.0,1.0,11.0,8.0,3.0,0.73
39.0,1.0,14.0,12.0,2.0,0.86
40.0,1.0,14.0,10.0,4.0,0.71
41.0,1.0,13.0,12.0,1.0,0.92
42.0,1.0,12.0,10.0,2.0,0.83
43.0,1.0,15.0,13.0,2.0,0.87
44.0,1.0,13.0,9.0,4.0,0.69
45.0,1.0,14.0,12.0,2.0,0.86
46.0,1.0,14.0,12.0,2.0,0.86
47.0,1.0,15.0,13.0,2.0,0.87
48.0,1.0,13.0,11.0,2.0,0.85
49.0,1.0,15.0,14.0,1.0,0.93
50.0,1.0,13.0,10.0,3.0,0.77
51.0,1.0,13.0,11.0,2.0,0.85
52.0,1.0,15.0,13.0,2.0,0.87
53.0,1.0,12.0,10.0,2.0,0.83
54.0,1.0,12.0,10.0,2.0,0.83
55.0,1.0,15.0,10.0,5.0,0.67
56.0,1.0,13.0,12.0,1.0,0.92
57.0,1.0,14.0,11.0,3.0,0.79
58.0,1.0,14.0,12.0,2.0,0.86
59.0,1.0,9.0,7.0,2.0,0.78
60.0,1.0,14.0,11.0,3.0,0.79
61.0,1.0,15.0,12.0,3.0,0.8
62.0,1.0,15.0,14.0,1.0,0.93
63.0,1.0,14.0,12.0,2.0,0.86
64.0,1.0,13.0,12.0,1.0,0.92
65.0,1.0,14.0,12.0,2.0,0.86
66.0,1.0,14.0,13.0,1.0,0.93
67.0,1.0,12.0,9.0,3.0,0.75
68.0,1.0,14.0,14.0,0.0,1.0
69.0,1.0,13.0,11.0,2.0,0.85
70.0,1.0,15.0,14.0,1.0,0.93
71.0,1.0,14.0,12.0,2.0,0.86
72.0,1.0,15.0,13.0,2.0,0.87
73.0,1.0,15.0,13.0,2.0,0.87
74.0,1.0,15.0,13.0,2.0,0.87
75.0,1.0,14.0,12.0,2.0,0.86
76.0,1.0,15.0,12.0,3.0,0.8
77.0,1.0,14.0,12.0,2.0,0.86
78.0,1.0,14.0,12.0,2.0,0.86
79.0,1.0,14.0,12.0,2.0,0.86
