,Topic Divergence,Burst Length,Compatible Msgs,Incompatible Msgs,Avg Compat Ratio
0.0,0.0,1.0,0.0,0.0,0.5
1.0,1.0,11.0,11.0,0.0,1.0
2.0,1.0,15.0,14.0,1.0,0.93
3.0,1.0,13.0,12.0,1.0,0.92
4.0,1.0,14.0,14.0,0.0,1.0
5.0,1.0,15.0,14.0,1.0,0.93
6.0,1.0,13.0,12.0,1.0,0.92
7.0,1.0,13.0,12.0,1.0,0.92
8.0,1.0,14.0,12.0,2.0,0.86
9.0,1.0,14.0,13.0,1.0,0.93
10.0,1.0,15.0,15.0,0.0,1.0
11.0,1.0,13.0,11.0,2.0,0.85
12.0,1.0,15.0,15.0,0.0,1.0
13.0,1.0,15.0,13.0,2.0,0.87
14.0,1.0,14.0,14.0,0.0,1.0
15.0,1.0,13.0,11.0,2.0,0.85
16.0,1.0,15.0,14.0,1.0,0.93
17.0,1.0,14.0,13.0,1.0,0.93
18.0,1.0,13.0,12.0,1.0,0.92
19.0,1.0,14.0,13.0,1.0,0.93
20.0,1.0,14.0,12.0,2.0,0.86
21.0,1.0,14.0,10.0,4.0,0.71
22.0,1.0,11.0,10.0,1.0,0.91
23.0,1.0,14.0,12.0,2.0,0.86
24.0,1.0,14.0,14.0,0.0,1.0
25.0,1.0,12.0,10.0,2.0,0.83
26.0,1.0,15.0,13.0,2.0,0.87
27.0,1.0,12.0,11.0,1.0,0.92
28.0,1.0,13.0,12.0,1.0,0.92
29.0,1.0,14.0,12.0,2.0,0.86
30.0,1.0,15.0,14.0,1.0,0.93
31.0,1.0,13.0,12.0,1.0,0.92
32.0,1.0,14.0,13.0,1.0,0.93
33.0,1.0,14.0,13.0,1.0,0.93
34.0,1.0,12.0,12.0,0.0,1.0
35.0,1.0,13.0,11.0,2.0,0.85
36.0,1.0,13.0,13.0,0.0,1.0
37.0,1.0,14.0,11.0,3.0,0.79
38.0,1.0,14.0,14.0,0.0,1.0
39.0,1.0,15.0,11.0,4.0,0.73
40.0,1.0,14.0,14.0,0.0,1.0
41.0,1.0,14.0,11.0,3.0,0.79
42.0,1.0,14.0,13.0,1.0,0.93
43.0,1.0,13.0,10.0,3.0,0.77
44.0,1.0,14.0,13.0,1.0,0.93
45.0,1.0,15.0,13.0,2.0,0.87
46.0,1.0,12.0,11.0,1.0,0.92
47.0,1.0,14.0,12.0,2.0,0.86
48.0,1.0,14.0,13.0,1.0,0.93
49.0,1.0,15.0,14.0,1.0,0.93
50.0,1.0,13.0,12.0,1.0,0.92
51.0,1.0,13.0,11.0,2.0,0.85
52.0,1.0,14.0,12.0,2.0,0.86
53.0,1.0,13.0,11.0,2.0,0.85
54.0,1.0,13.0,12.0,1.0,0.92
55.0,1.0,15.0,14.0,1.0,0.93
56.0,1.0,15.0,14.0,1.0,0.93
57.0,1.0,14.0,14.0,0.0,1.0
58.0,1.0,14.0,14.0,0.0,1.0
59.0,1.0,13.0,12.0,1.0,0.92
60.0,1.0,14.0,12.0,2.0,0.86
61.0,1.0,13.0,12.0,1.0,0.92
62.0,1.0,13.0,12.0,1.0,0.92
63.0,1.0,13.0,11.0,2.0,0.85
64.0,1.0,12.0,11.0,1.0,0.92
65.0,1.0,14.0,12.0,2.0,0.86
66.0,1.0,15.0,13.0,2.0,0.87
67.0,1.0,14.0,13.0,1.0,0.93
68.0,1.0,14.0,13.0,1.0,0.93
69.0,1.0,15.0,14.0,1.0,0.93
70.0,1.0,14.0,13.0,1.0,0.93
71.0,1.0,15.0,14.0,1.0,0.93
72.0,1.0,14.0,13.0,1.0,0.93
73.0,1.0,14.0,12.0,2.0,0.86
74.0,1.0,12.0,11.0,1.0,0.92
75.0,1.0,15.0,11.0,4.0,0.73
76.0,1.0,13.0,12.0,1.0,0.92
77.0,1.0,11.0,9.0,2.0,0.82
78.0,1.0,13.0,12.0,1.0,0.92
79.0,1.0,13.0,12.0,1.0,0.92
