,Topic Divergence,Burst Length,Compatible Msgs,Incompatible Msgs,Avg Compat Ratio
0.0,0.0,1.0,0.0,0.0,0.5
1.0,1.0,12.0,12.0,0.0,1.0
2.0,1.0,14.0,14.0,0.0,1.0
3.0,1.0,14.0,12.0,2.0,0.86
4.0,1.0,14.0,14.0,0.0,1.0
5.0,1.0,15.0,15.0,0.0,1.0
6.0,1.0,14.0,13.0,1.0,0.93
7.0,1.0,15.0,15.0,0.0,1.0
8.0,1.0,15.0,14.0,1.0,0.93
9.0,1.0,13.0,13.0,0.0,1.0
10.0,1.0,15.0,13.0,2.0,0.87
11.0,1.0,15.0,15.0,0.0,1.0
12.0,1.0,14.0,13.0,1.0,0.93
13.0,1.0,14.0,14.0,0.0,1.0
14.0,1.0,15.0,13.0,2.0,0.87
15.0,1.0,12.0,12.0,0.0,1.0
16.0,1.0,13.0,12.0,1.0,0.92
17.0,1.0,14.0,14.0,0.0,1.0
18.0,1.0,14.0,14.0,0.0,1.0
19.0,1.0,15.0,15.0,0.0,1.0
20.0,1.0,14.0,13.0,1.0,0.93
21.0,1.0,14.0,13.0,1.0,0.93
22.0,1.0,13.0,12.0,1.0,0.92
23.0,1.0,14.0,14.0,0.0,1.0
24.0,1.0,13.0,12.0,1.0,0.92
25.0,1.0,14.0,14.0,0.0,1.0
26.0,1.0,15.0,13.0,2.0,0.87
27.0,1.0,12.0,12.0,0.0,1.0
28.0,1.0,14.0,12.0,2.0,0.86
29.0,1.0,14.0,14.0,0.0,1.0
30.0,1.0,13.0,11.0,2.0,0.85
31.0,1.0,10.0,10.0,0.0,1.0
32.0,1.0,13.0,12.0,1.0,0.92
33.0,1.0,13.0,13.0,0.0,1.0
34.0,1.0,14.0,13.0,1.0,0.93
35.0,1.0,13.0,13.0,0.0,1.0
36.0,1.0,13.0,12.0,1.0,0.92
37.0,1.0,14.0,14.0,0.0,1.0
38.0,1.0,14.0,13.0,1.0,0.93
39.0,1.0,14.0,14.0,0.0,1.0
40.0,1.0,13.0,11.0,2.0,0.85
41.0,1.0,11.0,10.0,1.0,0.91
42.0,1.0,15.0,14.0,1.0,0.93
43.0,1.0,13.0,13.0,0.0,1.0
44.0,1.0,14.0,13.0,1.0,0.93
45.0,1.0,13.0,12.0,1.0,0.92
46.0,1.0,15.0,12.0,3.0,0.8
47.0,1.0,14.0,14.0,0.0,1.0
48.0,1.0,14.0,13.0,1.0,0.93
49.0,1.0,13.0,12.0,1.0,0.92
50.0,1.0,15.0,15.0,0.0,1.0
51.0,1.0,13.0,12.0,1.0,0.92
52.0,1.0,15.0,15.0,0.0,1.0
53.0,1.0,14.0,13.0,1.0,0.93
54.0,1.0,14.0,14.0,0.0,1.0
55.0,1.0,14.0,12.0,2.0,0.86
56.0,1.0,14.0,14.0,0.0,1.0
57.0,1.0,13.0,13.0,0.0,1.0
58.0,1.0,14.0,14.0,0.0,1.0
59.0,1.0,15.0,14.0,1.0,0.93
60.0,1.0,15.0,14.0,1.0,0.93
61.0,1.0,14.0,13.0,1.0,0.93
62.0,1.0,12.0,12.0,0.0,1.0
63.0,1.0,13.0,12.0,1.0,0.92
64.0,1.0,13.0,13.0,0.0,1.0
65.0,1.0,15.0,14.0,1.0,0.93
66.0,1.0,14.0,14.0,0.0,1.0
67.0,1.0,14.0,14.0,0.0,1.0
68.0,1.0,14.0,13.0,1.0,0.93
69.0,1.0,15.0,15.0,0.0,1.0
70.0,1.0,13.0,11.0,2.0,0.85
71.0,1.0,14.0,14.0,0.0,1.0
72.0,1.0,14.0,13.0,1.0,0.93
73.0,1.0,15.0,15.0,0.0,1.0
74.0,1.0,14.0,13.0,1.0,0.93
75.0,1.0,13.0,13.0,0.0,1.0
76.0,1.0,12.0,10.0,2.0,0.83
77.0,1.0,15.0,14.0,1.0,0.93
78.0,1.0,13.0,12.0,1.0,0.92
79.0,1.0,13.0,12.0,1.0,0.92
80.0,1.0,11.0,10.0,1.0,0.91
81.0,1.0,15.0,13.0,2.0,0.87
82.0,1.0,15.0,14.0,1.0,0.93
83.0,1.0,13.0,13.0,0.0,1.0
84.0,1.0,13.0,12.0,1.0,0.92
85.0,1.0,14.0,13.0,1.0,0.93
86.0,1.0,14.0,14.0,0.0,1.0
87.0,1.0,13.0,12.0,1.0,0.92
88.0,1.0,14.0,13.0,1.0,0.93
89.0,1.0,14.0,13.0,1.0,0.93
