,Topic Divergence,Burst Length,Compatible Msgs,Incompatible Msgs,Avg Compat Ratio
0.0,0.0,1.0,0.0,0.0,0.5
1.0,-1.0,10.0,0.0,10.0,0.0
2.0,-1.0,11.0,5.0,6.0,0.45
3.0,-1.0,13.0,2.0,11.0,0.15
4.0,1.0,12.0,7.0,5.0,0.58
5.0,-1.0,11.0,1.0,10.0,0.09
6.0,-1.0,14.0,7.0,7.0,0.5
7.0,-1.0,10.0,2.0,8.0,0.2
8.0,-1.0,12.0,3.0,9.0,0.25
9.0,-1.0,12.0,4.0,8.0,0.33
10.0,-1.0,12.0,4.0,8.0,0.33
11.0,-1.0,10.0,1.0,9.0,0.1
12.0,-1.0,11.0,3.0,8.0,0.27
13.0,-1.0,13.0,4.0,9.0,0.31
14.0,-1.0,12.0,5.0,7.0,0.42
15.0,-1.0,11.0,4.0,7.0,0.36
16.0,1.0,13.0,7.0,6.0,0.54
17.0,-1.0,13.0,6.0,7.0,0.46
18.0,-1.0,13.0,4.0,9.0,0.31
19.0,-1.0,12.0,2.0,10.0,0.17
20.0,-1.0,12.0,6.0,6.0,0.5
21.0,-1.0,10.0,1.0,9.0,0.1
22.0,-1.0,12.0,4.0,8.0,0.33
23.0,-1.0,10.0,1.0,9.0,0.1
24.0,-1.0,12.0,3.0,9.0,0.25
25.0,1.0,8.0,6.0,2.0,0.75
26.0,-1.0,12.0,1.0,11.0,0.08
27.0,-1.0,10.0,1.0,9.0,0.1
28.0,1.0,13.0,7.0,6.0,0.54
29.0,-1.0,13.0,1.0,12.0,0.08
30.0,1.0,12.0,8.0,4.0,0.67
31.0,-1.0,10.0,1.0,9.0,0.1
32.0,-1.0,10.0,3.0,7.0,0.3
33.0,-1.0,11.0,4.0,7.0,0.36
34.0,-1.0,13.0,3.0,10.0,0.23
35.0,-1.0,12.0,6.0,6.0,0.5
36.0,-1.0,12.0,1.0,11.0,0.08
37.0,1.0,10.0,8.0,2.0,0.8
38.0,-1.0,14.0,3.0,11.0,0.21
39.0,-1.0,10.0,3.0,7.0,0.3
40.0,-1.0,9.0,3.0,6.0,0.33
41.0,-1.0,14.0,6.0,8.0,0.43
42.0,-1.0,10.0,4.0,6.0,0.4
43.0,-1.0,7.0,3.0,4.0,0.43
44.0,-1.0,10.0,3.0,7.0,0.3
45.0,-1.0,12.0,5.0,7.0,0.42
46.0,-1.0,7.0,2.0,5.0,0.29
47.0,-1.0,10.0,3.0,7.0,0.3
48.0,-1.0,11.0,4.0,7.0,0.36
49.0,-1.0,13.0,4.0,9.0,0.31
50.0,-1.0,13.0,5.0,8.0,0.38
51.0,-1.0,12.0,2.0,10.0,0.17
52.0,-1.0,12.0,3.0,9.0,0.25
53.0,-1.0,14.0,3.0,11.0,0.21
54.0,-1.0,12.0,2.0,10.0,0.17
55.0,-1.0,13.0,6.0,7.0,0.46
56.0,-1.0,11.0,5.0,6.0,0.45
57.0,-1.0,12.0,2.0,10.0,0.17
58.0,-1.0,10.0,3.0,7.0,0.3
59.0,-1.0,9.0,2.0,7.0,0.22
60.0,-1.0,10.0,2.0,8.0,0.2
61.0,-1.0,11.0,4.0,7.0,0.36
62.0,-1.0,14.0,4.0,10.0,0.29
63.0,-1.0,11.0,4.0,7.0,0.36
64.0,-1.0,12.0,2.0,10.0,0.17
65.0,-1.0,12.0,4.0,8.0,0.33
66.0,-1.0,14.0,7.0,7.0,0.5
67.0,-1.0,10.0,2.0,8.0,0.2
68.0,-1.0,11.0,4.0,7.0,0.36
69.0,-1.0,15.0,7.0,8.0,0.47
70.0,-1.0,11.0,2.0,9.0,0.18
71.0,-1.0,12.0,5.0,7.0,0.42
72.0,-1.0,11.0,1.0,10.0,0.09
73.0,-1.0,12.0,3.0,9.0,0.25
74.0,-1.0,11.0,4.0,7.0,0.36
75.0,-1.0,13.0,6.0,7.0,0.46
76.0,-1.0,12.0,4.0,8.0,0.33
77.0,-1.0,14.0,6.0,8.0,0.43
78.0,-1.0,10.0,3.0,7.0,0.3
79.0,-1.0,10.0,4.0,6.0,0.4
80.0,-1.0,11.0,2.0,9.0,0.18
81.0,-1.0,11.0,3.0,8.0,0.27
82.0,-1.0,12.0,2.0,10.0,0.17
83.0,-1.0,9.0,3.0,6.0,0.33
84.0,-1.0,13.0,3.0,10.0,0.23
85.0,-1.0,11.0,4.0,7.0,0.36
86.0,1.0,11.0,6.0,5.0,0.55
87.0,-1.0,15.0,4.0,11.0,0.27
88.0,-1.0,14.0,4.0,10.0,0.29
89.0,-1.0,12.0,2.0,10.0,0.17
90.0,1.0,13.0,7.0,6.0,0.54
91.0,-1.0,9.0,1.0,8.0,0.11
92.0,-1.0,11.0,4.0,7.0,0.36
93.0,-1.0,14.0,5.0,9.0,0.36
94.0,-1.0,13.0,2.0,11.0,0.15
95.0,-1.0,14.0,4.0,10.0,0.29
96.0,-1.0,12.0,4.0,8.0,0.33
97.0,-1.0,10.0,3.0,7.0,0.3
98.0,-1.0,10.0,1.0,9.0,0.1
99.0,-1.0,10.0,4.0,6.0,0.4
100.0,-1.0,14.0,3.0,11.0,0.21
101.0,1.0,11.0,6.0,5.0,0.55
102.0,-1.0,14.0,3.0,11.0,0.21
103.0,-1.0,10.0,5.0,5.0,0.5
104.0,-1.0,8.0,2.0,6.0,0.25
105.0,-1.0,13.0,6.0,7.0,0.46
106.0,-1.0,13.0,2.0,11.0,0.15
107.0,-1.0,12.0,3.0,9.0,0.25
108.0,-1.0,10.0,2.0,8.0,0.2
109.0,-1.0,12.0,4.0,8.0,0.33
110.0,-1.0,10.0,3.0,7.0,0.3
111.0,-1.0,10.0,1.0,9.0,0.1
112.0,-1.0,14.0,7.0,7.0,0.5
113.0,-1.0,14.0,5.0,9.0,0.36
114.0,-1.0,8.0,2.0,6.0,0.25
115.0,-1.0,10.0,0.0,10.0,0.0
116.0,-1.0,11.0,2.0,9.0,0.18
117.0,-1.0,12.0,3.0,9.0,0.25
118.0,-1.0,9.0,2.0,7.0,0.22
119.0,-1.0,12.0,4.0,8.0,0.33
120.0,-1.0,9.0,4.0,5.0,0.44
121.0,-1.0,14.0,3.0,11.0,0.21
122.0,-1.0,12.0,5.0,7.0,0.42
123.0,-1.0,11.0,3.0,8.0,0.27
124.0,-1.0,8.0,2.0,6.0,0.25
125.0,-1.0,12.0,6.0,6.0,0.5
126.0,-1.0,12.0,2.0,10.0,0.17
127.0,-1.0,11.0,3.0,8.0,0.27
128.0,-1.0,12.0,1.0,11.0,0.08
129.0,1.0,10.0,7.0,3.0,0.7
130.0,1.0,11.0,7.0,4.0,0.64
131.0,-1.0,12.0,2.0,10.0,0.17
132.0,-1.0,13.0,4.0,9.0,0.31
133.0,-1.0,13.0,4.0,9.0,0.31
134.0,-1.0,14.0,4.0,10.0,0.29
135.0,-1.0,11.0,2.0,9.0,0.18
136.0,-1.0,13.0,4.0,9.0,0.31
137.0,-1.0,11.0,3.0,8.0,0.27
138.0,-1.0,10.0,3.0,7.0,0.3
139.0,-1.0,11.0,2.0,9.0,0.18
140.0,-1.0,11.0,4.0,7.0,0.36
141.0,-1.0,10.0,2.0,8.0,0.2
142.0,-1.0,11.0,1.0,10.0,0.09
