,Topic Divergence,Burst Length,Compatible Msgs,Incompatible Msgs,Avg Compat Ratio
0.0,0.0,1.0,0.0,0.0,0.5
1.0,-1.0,11.0,0.0,11.0,0.0
2.0,-1.0,12.0,5.0,7.0,0.42
3.0,-1.0,13.0,4.0,9.0,0.31
4.0,-1.0,13.0,2.0,11.0,0.15
5.0,-1.0,14.0,5.0,9.0,0.36
6.0,-1.0,11.0,3.0,8.0,0.27
7.0,1.0,13.0,8.0,5.0,0.62
8.0,-1.0,12.0,2.0,10.0,0.17
9.0,-1.0,11.0,2.0,9.0,0.18
10.0,-1.0,11.0,3.0,8.0,0.27
11.0,-1.0,9.0,2.0,7.0,0.22
12.0,-1.0,14.0,3.0,11.0,0.21
13.0,-1.0,12.0,5.0,7.0,0.42
14.0,-1.0,11.0,0.0,11.0,0.0
15.0,1.0,14.0,9.0,5.0,0.64
16.0,-1.0,9.0,1.0,8.0,0.11
17.0,1.0,15.0,8.0,7.0,0.53
18.0,-1.0,11.0,1.0,10.0,0.09
19.0,-1.0,15.0,4.0,11.0,0.27
20.0,-1.0,12.0,2.0,10.0,0.17
21.0,-1.0,9.0,2.0,7.0,0.22
22.0,-1.0,12.0,4.0,8.0,0.33
23.0,-1.0,7.0,1.0,6.0,0.14
24.0,-1.0,12.0,5.0,7.0,0.42
25.0,-1.0,11.0,2.0,9.0,0.18
26.0,-1.0,14.0,3.0,11.0,0.21
27.0,-1.0,11.0,4.0,7.0,0.36
28.0,-1.0,13.0,2.0,11.0,0.15
29.0,-1.0,12.0,3.0,9.0,0.25
30.0,-1.0,13.0,5.0,8.0,0.38
31.0,-1.0,11.0,4.0,7.0,0.36
32.0,-1.0,12.0,2.0,10.0,0.17
33.0,-1.0,10.0,3.0,7.0,0.3
34.0,-1.0,8.0,4.0,4.0,0.5
35.0,-1.0,9.0,2.0,7.0,0.22
36.0,-1.0,11.0,5.0,6.0,0.45
37.0,-1.0,13.0,4.0,9.0,0.31
38.0,-1.0,13.0,5.0,8.0,0.38
39.0,-1.0,13.0,5.0,8.0,0.38
40.0,-1.0,13.0,5.0,8.0,0.38
41.0,-1.0,11.0,5.0,6.0,0.45
42.0,-1.0,13.0,2.0,11.0,0.15
43.0,-1.0,9.0,2.0,7.0,0.22
44.0,-1.0,9.0,2.0,7.0,0.22
45.0,-1.0,13.0,2.0,11.0,0.15
46.0,-1.0,14.0,5.0,9.0,0.36
47.0,-1.0,13.0,4.0,9.0,0.31
48.0,-1.0,14.0,3.0,11.0,0.21
49.0,-1.0,12.0,3.0,9.0,0.25
50.0,-1.0,8.0,1.0,7.0,0.13
51.0,-1.0,9.0,1.0,8.0,0.11
52.0,-1.0,13.0,4.0,9.0,0.31
53.0,1.0,13.0,7.0,6.0,0.54
54.0,-1.0,11.0,2.0,9.0,0.18
55.0,-1.0,12.0,3.0,9.0,0.25
56.0,-1.0,10.0,3.0,7.0,0.3
57.0,-1.0,9.0,3.0,6.0,0.33
58.0,-1.0,12.0,4.0,8.0,0.33
59.0,1.0,11.0,6.0,5.0,0.55
60.0,-1.0,12.0,3.0,9.0,0.25
61.0,-1.0,11.0,3.0,8.0,0.27
62.0,-1.0,11.0,5.0,6.0,0.45
63.0,-1.0,11.0,3.0,8.0,0.27
64.0,-1.0,10.0,1.0,9.0,0.1
65.0,1.0,11.0,6.0,5.0,0.55
66.0,-1.0,11.0,4.0,7.0,0.36
67.0,-1.0,12.0,5.0,7.0,0.42
68.0,-1.0,10.0,3.0,7.0,0.3
69.0,-1.0,8.0,2.0,6.0,0.25
70.0,-1.0,8.0,0.0,8.0,0.0
71.0,-1.0,11.0,2.0,9.0,0.18
72.0,-1.0,11.0,2.0,9.0,0.18
73.0,1.0,11.0,6.0,5.0,0.55
74.0,-1.0,11.0,2.0,9.0,0.18
75.0,1.0,11.0,6.0,5.0,0.55
76.0,-1.0,13.0,1.0,12.0,0.08
77.0,-1.0,10.0,4.0,6.0,0.4
78.0,-1.0,6.0,2.0,4.0,0.33
79.0,-1.0,10.0,4.0,6.0,0.4
80.0,-1.0,11.0,3.0,8.0,0.27
81.0,-1.0,12.0,6.0,6.0,0.5
82.0,1.0,10.0,7.0,3.0,0.7
83.0,1.0,11.0,6.0,5.0,0.55
84.0,-1.0,13.0,5.0,8.0,0.38
85.0,-1.0,13.0,2.0,11.0,0.15
86.0,-1.0,13.0,5.0,8.0,0.38
87.0,-1.0,12.0,3.0,9.0,0.25
88.0,-1.0,12.0,6.0,6.0,0.5
89.0,-1.0,10.0,3.0,7.0,0.3
90.0,-1.0,12.0,4.0,8.0,0.33
91.0,-1.0,8.0,3.0,5.0,0.38
92.0,-1.0,14.0,6.0,8.0,0.43
93.0,-1.0,8.0,3.0,5.0,0.38
