,Topic Divergence,Burst Length,Compatible Msgs,Incompatible Msgs,Avg Compat Ratio
0.0,0.0,1.0,0.0,0.0,0.5
1.0,-1.0,11.0,0.0,11.0,0.0
2.0,-1.0,13.0,5.0,8.0,0.38
3.0,-1.0,11.0,4.0,7.0,0.36
4.0,-1.0,13.0,2.0,11.0,0.15
5.0,1.0,11.0,8.0,3.0,0.73
6.0,-1.0,9.0,4.0,5.0,0.44
7.0,-1.0,12.0,6.0,6.0,0.5
8.0,-1.0,12.0,4.0,8.0,0.33
9.0,-1.0,11.0,2.0,9.0,0.18
10.0,-1.0,12.0,4.0,8.0,0.33
11.0,1.0,11.0,7.0,4.0,0.64
12.0,-1.0,13.0,4.0,9.0,0.31
13.0,-1.0,15.0,6.0,9.0,0.4
14.0,-1.0,12.0,4.0,8.0,0.33
15.0,-1.0,13.0,4.0,9.0,0.31
16.0,-1.0,12.0,5.0,7.0,0.42
17.0,-1.0,10.0,3.0,7.0,0.3
18.0,-1.0,10.0,3.0,7.0,0.3
19.0,1.0,9.0,5.0,4.0,0.56
20.0,-1.0,14.0,5.0,9.0,0.36
21.0,-1.0,9.0,1.0,8.0,0.11
22.0,-1.0,13.0,6.0,7.0,0.46
23.0,-1.0,12.0,2.0,10.0,0.17
24.0,-1.0,13.0,5.0,8.0,0.38
25.0,-1.0,11.0,1.0,10.0,0.09
26.0,-1.0,12.0,3.0,9.0,0.25
27.0,1.0,11.0,6.0,5.0,0.55
28.0,-1.0,11.0,5.0,6.0,0.45
29.0,-1.0,9.0,4.0,5.0,0.44
30.0,-1.0,13.0,5.0,8.0,0.38
31.0,-1.0,14.0,5.0,9.0,0.36
32.0,-1.0,12.0,1.0,11.0,0.08
33.0,-1.0,13.0,5.0,8.0,0.38
34.0,-1.0,12.0,3.0,9.0,0.25
35.0,-1.0,11.0,2.0,9.0,0.18
36.0,-1.0,14.0,2.0,12.0,0.14
37.0,-1.0,14.0,5.0,9.0,0.36
38.0,-1.0,14.0,3.0,11.0,0.21
39.0,-1.0,7.0,1.0,6.0,0.14
40.0,-1.0,12.0,4.0,8.0,0.33
41.0,-1.0,12.0,2.0,10.0,0.17
42.0,-1.0,9.0,1.0,8.0,0.11
43.0,-1.0,9.0,0.0,9.0,0.0
44.0,1.0,12.0,7.0,5.0,0.58
45.0,-1.0,10.0,2.0,8.0,0.2
46.0,-1.0,13.0,5.0,8.0,0.38
47.0,-1.0,12.0,3.0,9.0,0.25
48.0,-1.0,8.0,3.0,5.0,0.38
49.0,-1.0,8.0,3.0,5.0,0.38
50.0,-1.0,7.0,1.0,6.0,0.14
51.0,-1.0,9.0,2.0,7.0,0.22
52.0,-1.0,12.0,5.0,7.0,0.42
53.0,-1.0,13.0,4.0,9.0,0.31
54.0,1.0,12.0,7.0,5.0,0.58
55.0,-1.0,11.0,1.0,10.0,0.09
56.0,-1.0,12.0,5.0,7.0,0.42
57.0,-1.0,10.0,4.0,6.0,0.4
58.0,-1.0,13.0,4.0,9.0,0.31
59.0,-1.0,14.0,5.0,9.0,0.36
60.0,-1.0,10.0,2.0,8.0,0.2
61.0,-1.0,11.0,4.0,7.0,0.36
62.0,-1.0,12.0,2.0,10.0,0.17
63.0,-1.0,12.0,4.0,8.0,0.33
64.0,1.0,11.0,6.0,5.0,0.55
65.0,-1.0,10.0,2.0,8.0,0.2
66.0,-1.0,13.0,2.0,11.0,0.15
67.0,-1.0,12.0,4.0,8.0,0.33
68.0,-1.0,13.0,4.0,9.0,0.31
69.0,-1.0,11.0,5.0,6.0,0.45
70.0,-1.0,9.0,2.0,7.0,0.22
71.0,-1.0,11.0,4.0,7.0,0.36
72.0,-1.0,12.0,4.0,8.0,0.33
73.0,-1.0,14.0,5.0,9.0,0.36
74.0,-1.0,10.0,2.0,8.0,0.2
75.0,-1.0,10.0,5.0,5.0,0.5
76.0,-1.0,6.0,0.0,6.0,0.0
77.0,-1.0,7.0,3.0,4.0,0.43
78.0,-1.0,10.0,3.0,7.0,0.3
79.0,-1.0,13.0,5.0,8.0,0.38
80.0,-1.0,14.0,4.0,10.0,0.29
81.0,-1.0,13.0,5.0,8.0,0.38
82.0,-1.0,11.0,5.0,6.0,0.45
83.0,-1.0,14.0,4.0,10.0,0.29
84.0,-1.0,12.0,3.0,9.0,0.25
85.0,-1.0,15.0,7.0,8.0,0.47
86.0,-1.0,13.0,5.0,8.0,0.38
87.0,-1.0,8.0,4.0,4.0,0.5
88.0,-1.0,12.0,5.0,7.0,0.42
89.0,1.0,9.0,7.0,2.0,0.78
90.0,-1.0,14.0,4.0,10.0,0.29
91.0,-1.0,13.0,6.0,7.0,0.46
92.0,-1.0,7.0,2.0,5.0,0.29
93.0,1.0,13.0,7.0,6.0,0.54
