,Topic Divergence,Burst Length,Compatible Msgs,Incompatible Msgs,Avg Compat Ratio
0.0,0.0,1.0,0.0,0.0,0.5
1.0,-1.0,12.0,0.0,12.0,0.0
2.0,-1.0,12.0,3.0,9.0,0.25
3.0,1.0,13.0,8.0,5.0,0.62
4.0,-1.0,14.0,5.0,9.0,0.36
5.0,-1.0,10.0,2.0,8.0,0.2
6.0,-1.0,12.0,2.0,10.0,0.17
7.0,-1.0,8.0,1.0,7.0,0.13
8.0,-1.0,8.0,1.0,7.0,0.13
9.0,-1.0,11.0,4.0,7.0,0.36
10.0,-1.0,13.0,3.0,10.0,0.23
11.0,-1.0,14.0,2.0,12.0,0.14
12.0,-1.0,9.0,3.0,6.0,0.33
13.0,-1.0,12.0,4.0,8.0,0.33
14.0,1.0,11.0,6.0,5.0,0.55
15.0,-1.0,11.0,5.0,6.0,0.45
16.0,-1.0,13.0,5.0,8.0,0.38
17.0,-1.0,8.0,0.0,8.0,0.0
18.0,-1.0,11.0,3.0,8.0,0.27
19.0,-1.0,10.0,2.0,8.0,0.2
20.0,-1.0,11.0,3.0,8.0,0.27
21.0,-1.0,9.0,4.0,5.0,0.44
22.0,-1.0,11.0,5.0,6.0,0.45
23.0,-1.0,14.0,5.0,9.0,0.36
24.0,-1.0,9.0,4.0,5.0,0.44
25.0,-1.0,10.0,2.0,8.0,0.2
26.0,-1.0,12.0,6.0,6.0,0.5
27.0,1.0,10.0,8.0,2.0,0.8
28.0,-1.0,12.0,4.0,8.0,0.33
29.0,-1.0,10.0,5.0,5.0,0.5
30.0,-1.0,10.0,2.0,8.0,0.2
31.0,-1.0,10.0,5.0,5.0,0.5
32.0,-1.0,9.0,2.0,7.0,0.22
33.0,-1.0,14.0,4.0,10.0,0.29
34.0,-1.0,10.0,4.0,6.0,0.4
35.0,-1.0,10.0,2.0,8.0,0.2
36.0,1.0,7.0,4.0,3.0,0.57
37.0,-1.0,9.0,0.0,9.0,0.0
38.0,-1.0,8.0,1.0,7.0,0.13
39.0,1.0,10.0,6.0,4.0,0.6
40.0,-1.0,11.0,2.0,9.0,0.18
41.0,-1.0,14.0,3.0,11.0,0.21
42.0,-1.0,11.0,4.0,7.0,0.36
43.0,-1.0,10.0,2.0,8.0,0.2
44.0,-1.0,12.0,5.0,7.0,0.42
45.0,-1.0,13.0,5.0,8.0,0.38
46.0,-1.0,12.0,2.0,10.0,0.17
47.0,1.0,9.0,5.0,4.0,0.56
48.0,-1.0,10.0,0.0,10.0,0.0
49.0,-1.0,10.0,5.0,5.0,0.5
50.0,-1.0,13.0,2.0,11.0,0.15
51.0,-1.0,9.0,3.0,6.0,0.33
52.0,-1.0,10.0,5.0,5.0,0.5
53.0,-1.0,12.0,6.0,6.0,0.5
54.0,-1.0,10.0,4.0,6.0,0.4
55.0,-1.0,7.0,3.0,4.0,0.43
56.0,-1.0,12.0,4.0,8.0,0.33
57.0,-1.0,12.0,2.0,10.0,0.17
58.0,-1.0,13.0,3.0,10.0,0.23
59.0,-1.0,13.0,6.0,7.0,0.46
60.0,-1.0,13.0,1.0,12.0,0.08
61.0,-1.0,13.0,3.0,10.0,0.23
62.0,-1.0,12.0,3.0,9.0,0.25
63.0,-1.0,8.0,4.0,4.0,0.5
64.0,-1.0,13.0,3.0,10.0,0.23
65.0,-1.0,14.0,3.0,11.0,0.21
66.0,-1.0,15.0,5.0,10.0,0.33
67.0,-1.0,10.0,2.0,8.0,0.2
68.0,-1.0,11.0,3.0,8.0,0.27
69.0,-1.0,13.0,3.0,10.0,0.23
70.0,-1.0,12.0,6.0,6.0,0.5
71.0,-1.0,12.0,4.0,8.0,0.33
72.0,-1.0,10.0,3.0,7.0,0.3
73.0,-1.0,11.0,5.0,6.0,0.45
74.0,-1.0,9.0,3.0,6.0,0.33
75.0,-1.0,9.0,3.0,6.0,0.33
76.0,-1.0,10.0,3.0,7.0,0.3
77.0,-1.0,12.0,4.0,8.0,0.33
78.0,-1.0,11.0,4.0,7.0,0.36
79.0,-1.0,13.0,1.0,12.0,0.08
80.0,-1.0,14.0,5.0,9.0,0.36
81.0,-1.0,8.0,3.0,5.0,0.38
82.0,-1.0,11.0,1.0,10.0,0.09
83.0,-1.0,13.0,4.0,9.0,0.31
84.0,-1.0,8.0,2.0,6.0,0.25
85.0,1.0,11.0,6.0,5.0,0.55
86.0,-1.0,10.0,2.0,8.0,0.2
87.0,-1.0,10.0,4.0,6.0,0.4
88.0,-1.0,5.0,1.0,4.0,0.2
89.0,1.0,10.0,6.0,4.0,0.6
90.0,-1.0,12.0,1.0,11.0,0.08
91.0,-1.0,12.0,4.0,8.0,0.33
92.0,-1.0,11.0,3.0,8.0,0.27
93.0,-1.0,12.0,6.0,6.0,0.5
94.0,-1.0,12.0,3.0,9.0,0.25
95.0,-1.0,9.0,2.0,7.0,0.22
96.0,-1.0,8.0,2.0,6.0,0.25
97.0,-1.0,12.0,3.0,9.0,0.25
98.0,-1.0,10.0,4.0,6.0,0.4
99.0,-1.0,8.0,3.0,5.0,0.38
100.0,-1.0,10.0,3.0,7.0,0.3
101.0,1.0,11.0,6.0,5.0,0.55
102.0,-1.0,15.0,4.0,11.0,0.27
103.0,-1.0,13.0,6.0,7.0,0.46
104.0,-1.0,13.0,4.0,9.0,0.31
105.0,-1.0,11.0,3.0,8.0,0.27
106.0,-1.0,10.0,5.0,5.0,0.5
107.0,-1.0,11.0,3.0,8.0,0.27
108.0,-1.0,12.0,4.0,8.0,0.33
109.0,-1.0,13.0,2.0,11.0,0.15
110.0,-1.0,13.0,1.0,12.0,0.08
111.0,-1.0,13.0,4.0,9.0,0.31
112.0,-1.0,12.0,1.0,11.0,0.08
113.0,-1.0,14.0,4.0,10.0,0.29
114.0,-1.0,11.0,5.0,6.0,0.45
115.0,-1.0,13.0,3.0,10.0,0.23
116.0,-1.0,12.0,4.0,8.0,0.33
117.0,-1.0,10.0,2.0,8.0,0.2
118.0,-1.0,13.0,4.0,9.0,0.31
119.0,-1.0,12.0,4.0,8.0,0.33
120.0,-1.0,12.0,4.0,8.0,0.33
121.0,-1.0,10.0,3.0,7.0,0.3
122.0,1.0,10.0,6.0,4.0,0.6
123.0,-1.0,10.0,3.0,7.0,0.3
124.0,1.0,9.0,8.0,1.0,0.89
125.0,-1.0,12.0,3.0,9.0,0.25
126.0,-1.0,10.0,4.0,6.0,0.4
127.0,-1.0,7.0,3.0,4.0,0.43
128.0,-1.0,13.0,2.0,11.0,0.15
129.0,-1.0,14.0,6.0,8.0,0.43
130.0,-1.0,11.0,5.0,6.0,0.45
131.0,-1.0,13.0,3.0,10.0,0.23
132.0,-1.0,13.0,2.0,11.0,0.15
133.0,-1.0,9.0,4.0,5.0,0.44
134.0,-1.0,13.0,6.0,7.0,0.46
135.0,-1.0,13.0,4.0,9.0,0.31
136.0,-1.0,12.0,3.0,9.0,0.25
