,Topic Divergence,Avg Compat Ratio,Burst Length
68.0,1.0,0.56,7.0
69.0,1.0,0.56,3.0
70.0,1.0,0.56,8.0
71.0,1.0,0.55,10.0
72.0,1.0,0.55,4.0
73.0,1.0,0.55,7.0
74.0,1.0,0.55,9.0
75.0,1.0,0.54,2.0
76.0,1.0,0.54,8.0
77.0,1.0,0.54,12.0
78.0,1.0,0.54,7.0
79.0,1.0,0.53,9.0
80.0,1.0,0.54,10.0
81.0,1.0,0.54,10.0
82.0,1.0,0.54,7.0
83.0,1.0,0.54,11.0
84.0,1.0,0.54,2.0
85.0,1.0,0.54,7.0
86.0,1.0,0.53,9.0
87.0,1.0,0.53,12.0
88.0,1.0,0.54,11.0
89.0,1.0,0.54,9.0
90.0,1.0,0.54,8.0
91.0,1.0,0.54,2.0
92.0,1.0,0.53,8.0
93.0,1.0,0.53,11.0
94.0,1.0,0.53,10.0
95.0,1.0,0.53,8.0
96.0,1.0,0.53,9.0
97.0,1.0,0.54,10.0
98.0,1.0,0.53,4.0
99.0,1.0,0.53,12.0
100.0,1.0,0.53,5.0
101.0,1.0,0.53,3.0
102.0,1.0,0.53,4.0
103.0,1.0,0.53,6.0
104.0,1.0,0.53,12.0
105.0,1.0,0.53,8.0
106.0,1.0,0.53,3.0
107.0,1.0,0.53,10.0
108.0,1.0,0.53,9.0
109.0,1.0,0.52,9.0
110.0,1.0,0.52,5.0
111.0,1.0,0.53,9.0
112.0,1.0,0.53,10.0
113.0,1.0,0.53,10.0
114.0,1.0,0.53,7.0
115.0,1.0,0.53,12.0
116.0,1.0,0.53,5.0
117.0,1.0,0.53,14.0
118.0,1.0,0.53,8.0
119.0,1.0,0.53,10.0
120.0,1.0,0.54,9.0
121.0,1.0,0.53,8.0
122.0,1.0,0.53,10.0
123.0,1.0,0.53,6.0
124.0,1.0,0.53,6.0
125.0,1.0,0.53,12.0
126.0,1.0,0.53,10.0
127.0,1.0,0.53,9.0
128.0,1.0,0.53,2.0
129.0,1.0,0.53,5.0
130.0,1.0,0.53,7.0
131.0,1.0,0.53,6.0
132.0,1.0,0.53,11.0
133.0,1.0,0.53,10.0
134.0,1.0,0.54,10.0
135.0,1.0,0.53,8.0
136.0,1.0,0.53,11.0
137.0,1.0,0.53,12.0
138.0,1.0,0.53,7.0
139.0,1.0,0.53,1.0
140.0,1.0,0.53,9.0
141.0,1.0,0.53,14.0
142.0,1.0,0.52,7.0
143.0,1.0,0.53,12.0
144.0,1.0,0.53,11.0
145.0,1.0,0.53,10.0
146.0,1.0,0.53,13.0
147.0,1.0,0.53,5.0
148.0,1.0,0.53,5.0
149.0,1.0,0.53,7.0
150.0,1.0,0.53,9.0
151.0,1.0,0.53,10.0
152.0,1.0,0.53,3.0
153.0,1.0,0.53,11.0
154.0,1.0,0.53,4.0
155.0,1.0,0.53,9.0
156.0,1.0,0.53,9.0
157.0,1.0,0.53,7.0
158.0,1.0,0.53,8.0
159.0,1.0,0.53,10.0
160.0,1.0,0.53,9.0
161.0,1.0,0.53,10.0
162.0,1.0,0.54,11.0
163.0,1.0,0.53,8.0
164.0,1.0,0.53,2.0
165.0,1.0,0.53,11.0
166.0,1.0,0.54,6.0
167.0,1.0,0.54,12.0
168.0,1.0,0.54,9.0
169.0,1.0,0.54,6.0
170.0,1.0,0.54,12.0
171.0,1.0,0.54,7.0
172.0,1.0,0.53,7.0
173.0,1.0,0.53,9.0
174.0,1.0,0.53,5.0
175.0,1.0,0.53,6.0
176.0,1.0,0.53,9.0
177.0,1.0,0.53,9.0
178.0,1.0,0.54,9.0
179.0,1.0,0.53,8.0
180.0,1.0,0.53,10.0
181.0,1.0,0.54,10.0
182.0,1.0,0.54,10.0
183.0,1.0,0.54,6.0
184.0,1.0,0.54,2.0
185.0,1.0,0.54,14.0
186.0,1.0,0.54,7.0
187.0,1.0,0.54,12.0
188.0,1.0,0.54,12.0
189.0,1.0,0.53,8.0
190.0,1.0,0.53,7.0
191.0,1.0,0.53,10.0
192.0,1.0,0.53,9.0
193.0,1.0,0.53,8.0
194.0,1.0,0.53,4.0
195.0,1.0,0.53,4.0
196.0,1.0,0.53,9.0
197.0,1.0,0.53,10.0
198.0,1.0,0.53,6.0
199.0,1.0,0.53,10.0
200.0,1.0,0.53,11.0
