,Topic Divergence,Avg Compat Ratio,Burst Length
0.0,0.0,0.5,1.0
1.0,1.0,0.57,7.0
2.0,1.0,0.77,6.0
3.0,1.0,0.8,7.0
4.0,1.0,0.83,10.0
5.0,1.0,0.78,7.0
6.0,1.0,0.8,7.0
7.0,1.0,0.81,8.0
8.0,1.0,0.79,11.0
9.0,1.0,0.78,9.0
10.0,1.0,0.79,4.0
11.0,1.0,0.77,8.0
12.0,1.0,0.78,7.0
13.0,1.0,0.78,5.0
14.0,1.0,0.77,6.0
15.0,1.0,0.76,10.0
16.0,1.0,0.77,7.0
17.0,1.0,0.77,9.0
18.0,1.0,0.79,10.0
19.0,1.0,0.79,7.0
20.0,1.0,0.8,9.0
21.0,1.0,0.8,9.0
22.0,1.0,0.8,7.0
23.0,1.0,0.79,11.0
24.0,1.0,0.77,7.0
25.0,1.0,0.77,11.0
26.0,1.0,0.76,9.0
27.0,1.0,0.77,9.0
28.0,1.0,0.77,7.0
29.0,1.0,0.77,8.0
30.0,1.0,0.76,10.0
31.0,1.0,0.77,10.0
32.0,1.0,0.77,11.0
33.0,1.0,0.77,11.0
34.0,1.0,0.77,9.0
35.0,1.0,0.76,13.0
36.0,1.0,0.75,8.0
37.0,1.0,0.75,10.0
38.0,1.0,0.75,7.0
39.0,1.0,0.75,8.0
40.0,1.0,0.75,13.0
41.0,1.0,0.74,11.0
42.0,1.0,0.74,10.0
43.0,1.0,0.75,7.0
44.0,1.0,0.74,10.0
45.0,1.0,0.74,7.0
46.0,1.0,0.74,9.0
47.0,1.0,0.74,11.0
48.0,1.0,0.74,7.0
49.0,1.0,0.74,12.0
50.0,1.0,0.74,11.0
51.0,1.0,0.74,12.0
52.0,1.0,0.74,10.0
53.0,1.0,0.74,10.0
54.0,1.0,0.74,8.0
55.0,1.0,0.74,10.0
56.0,1.0,0.74,8.0
57.0,1.0,0.74,12.0
58.0,1.0,0.74,7.0
59.0,1.0,0.74,6.0
60.0,1.0,0.74,10.0
61.0,1.0,0.74,11.0
62.0,1.0,0.74,10.0
63.0,1.0,0.74,8.0
64.0,1.0,0.74,8.0
65.0,1.0,0.74,5.0
66.0,1.0,0.74,9.0
67.0,1.0,0.74,11.0
68.0,1.0,0.74,6.0
69.0,1.0,0.74,9.0
70.0,1.0,0.74,7.0
71.0,1.0,0.74,6.0
72.0,1.0,0.74,11.0
73.0,1.0,0.74,11.0
74.0,1.0,0.74,9.0
75.0,1.0,0.74,10.0
76.0,1.0,0.74,12.0
77.0,1.0,0.74,10.0
78.0,1.0,0.74,7.0
79.0,1.0,0.74,5.0
80.0,1.0,0.74,7.0
81.0,1.0,0.74,8.0
82.0,1.0,0.74,7.0
83.0,1.0,0.74,13.0
84.0,1.0,0.74,10.0
85.0,1.0,0.74,7.0
86.0,1.0,0.74,10.0
87.0,1.0,0.74,7.0
88.0,1.0,0.74,11.0
89.0,1.0,0.74,11.0
90.0,1.0,0.74,10.0
91.0,1.0,0.74,7.0
92.0,1.0,0.74,9.0
93.0,1.0,0.74,9.0
94.0,1.0,0.74,8.0
95.0,1.0,0.74,10.0
96.0,1.0,0.74,11.0
97.0,1.0,0.74,10.0
98.0,1.0,0.74,11.0
99.0,1.0,0.74,10.0
100.0,1.0,0.74,9.0
101.0,1.0,0.74,11.0
102.0,1.0,0.74,9.0
103.0,1.0,0.74,8.0
104.0,1.0,0.74,12.0
105.0,1.0,0.74,10.0
106.0,1.0,0.74,6.0
107.0,1.0,0.74,9.0
108.0,1.0,0.74,11.0
109.0,1.0,0.74,8.0
110.0,1.0,0.74,10.0
111.0,1.0,0.74,6.0
112.0,1.0,0.74,11.0
113.0,1.0,0.74,13.0
114.0,1.0,0.74,8.0
115.0,1.0,0.74,5.0
116.0,1.0,0.74,7.0
117.0,1.0,0.74,10.0
118.0,1.0,0.74,9.0
119.0,1.0,0.74,10.0
120.0,1.0,0.74,10.0
121.0,1.0,0.74,7.0
122.0,1.0,0.74,6.0
123.0,1.0,0.74,11.0
124.0,1.0,0.73,11.0
125.0,1.0,0.74,10.0
126.0,1.0,0.74,7.0
127.0,1.0,0.74,8.0
128.0,1.0,0.73,12.0
129.0,1.0,0.73,5.0
130.0,1.0,0.74,9.0
131.0,1.0,0.74,11.0
132.0,1.0,0.73,8.0
133.0,1.0,0.73,10.0
134.0,1.0,0.74,8.0
135.0,1.0,0.74,10.0
136.0,1.0,0.74,10.0
137.0,1.0,0.74,10.0
138.0,1.0,0.74,7.0
139.0,1.0,0.74,11.0
140.0,1.0,0.74,9.0
141.0,1.0,0.74,12.0
142.0,1.0,0.74,10.0
143.0,1.0,0.74,6.0
144.0,1.0,0.74,9.0
145.0,1.0,0.74,11.0
146.0,1.0,0.74,4.0
147.0,1.0,0.74,10.0
148.0,1.0,0.74,10.0
149.0,1.0,0.74,7.0
150.0,1.0,0.73,9.0
