,Topic Divergence,Avg Compat Ratio,Burst Length
151.0,1.0,0.73,9.0
152.0,1.0,0.73,9.0
153.0,1.0,0.73,10.0
154.0,1.0,0.73,7.0
155.0,1.0,0.73,8.0
156.0,1.0,0.73,9.0
157.0,1.0,0.73,7.0
158.0,1.0,0.73,5.0
159.0,1.0,0.73,7.0
160.0,1.0,0.73,6.0
161.0,1.0,0.73,10.0
162.0,1.0,0.73,7.0
163.0,1.0,0.73,9.0
164.0,1.0,0.73,12.0
165.0,1.0,0.73,10.0
166.0,1.0,0.73,10.0
167.0,1.0,0.73,10.0
168.0,1.0,0.73,8.0
169.0,1.0,0.73,9.0
170.0,1.0,0.73,10.0
171.0,1.0,0.73,11.0
172.0,1.0,0.73,7.0
173.0,1.0,0.73,8.0
174.0,1.0,0.74,11.0
175.0,1.0,0.74,8.0
176.0,1.0,0.74,7.0
177.0,1.0,0.74,13.0
178.0,1.0,0.74,5.0
179.0,1.0,0.74,6.0
180.0,1.0,0.74,8.0
181.0,1.0,0.74,11.0
182.0,1.0,0.74,11.0
183.0,1.0,0.74,8.0
184.0,1.0,0.74,12.0
185.0,1.0,0.74,7.0
186.0,1.0,0.74,10.0
187.0,1.0,0.74,10.0
188.0,1.0,0.74,8.0
189.0,1.0,0.74,10.0
190.0,1.0,0.74,9.0
191.0,1.0,0.74,8.0
192.0,1.0,0.74,5.0
193.0,1.0,0.74,10.0
194.0,1.0,0.74,9.0
195.0,1.0,0.74,10.0
196.0,1.0,0.74,8.0
197.0,1.0,0.74,8.0
198.0,1.0,0.74,10.0
199.0,1.0,0.74,10.0
200.0,1.0,0.74,9.0
201.0,1.0,0.74,7.0
202.0,1.0,0.74,9.0
203.0,1.0,0.74,10.0
204.0,1.0,0.74,7.0
205.0,1.0,0.74,9.0
206.0,1.0,0.74,7.0
207.0,1.0,0.74,11.0
208.0,1.0,0.74,7.0
209.0,1.0,0.74,7.0
210.0,1.0,0.74,11.0
211.0,1.0,0.74,12.0
212.0,1.0,0.74,7.0
213.0,1.0,0.74,7.0
214.0,1.0,0.74,9.0
215.0,1.0,0.74,9.0
216.0,1.0,0.74,9.0
217.0,1.0,0.74,11.0
218.0,1.0,0.74,7.0
219.0,1.0,0.74,7.0
220.0,1.0,0.74,11.0
221.0,1.0,0.74,10.0
222.0,1.0,0.74,6.0
223.0,1.0,0.74,10.0
224.0,1.0,0.74,11.0
225.0,1.0,0.74,11.0
226.0,1.0,0.74,8.0
227.0,1.0,0.74,9.0
228.0,1.0,0.74,7.0
229.0,1.0,0.74,7.0
230.0,1.0,0.74,13.0
231.0,1.0,0.74,11.0
232.0,1.0,0.74,7.0
233.0,1.0,0.74,7.0
234.0,1.0,0.74,9.0
235.0,1.0,0.74,9.0
236.0,1.0,0.74,9.0
237.0,1.0,0.74,11.0
238.0,1.0,0.74,12.0
239.0,1.0,0.74,11.0
240.0,1.0,0.74,5.0
241.0,1.0,0.74,9.0
242.0,1.0,0.74,7.0
243.0,1.0,0.74,8.0
244.0,1.0,0.74,9.0
245.0,1.0,0.74,9.0
246.0,1.0,0.74,8.0
247.0,1.0,0.74,10.0
248.0,1.0,0.74,8.0
249.0,1.0,0.74,9.0
250.0,1.0,0.74,8.0
251.0,1.0,0.74,9.0
252.0,1.0,0.74,7.0
253.0,1.0,0.74,9.0
254.0,1.0,0.74,11.0
255.0,1.0,0.74,11.0
256.0,1.0,0.74,11.0
257.0,1.0,0.74,8.0
258.0,1.0,0.74,12.0
259.0,1.0,0.74,11.0
260.0,1.0,0.74,10.0
261.0,1.0,0.74,8.0
262.0,1.0,0.74,12.0
263.0,1.0,0.74,8.0
264.0,1.0,0.74,13.0
265.0,1.0,0.74,8.0
266.0,1.0,0.74,13.0
267.0,1.0,0.74,5.0
268.0,1.0,0.74,9.0
269.0,1.0,0.74,7.0
270.0,1.0,0.74,10.0
271.0,1.0,0.74,11.0
272.0,1.0,0.74,9.0
273.0,1.0,0.74,10.0
274.0,1.0,0.74,10.0
275.0,1.0,0.74,8.0
276.0,1.0,0.74,9.0
277.0,1.0,0.74,8.0
278.0,1.0,0.74,10.0
279.0,1.0,0.74,9.0
280.0,1.0,0.74,8.0
281.0,1.0,0.74,9.0
282.0,1.0,0.74,10.0
283.0,1.0,0.74,9.0
284.0,1.0,0.74,9.0
285.0,1.0,0.74,10.0
286.0,1.0,0.74,10.0
287.0,1.0,0.74,8.0
288.0,1.0,0.74,7.0
289.0,1.0,0.74,10.0
290.0,1.0,0.74,9.0
291.0,1.0,0.74,9.0
292.0,1.0,0.74,8.0
293.0,1.0,0.74,9.0
294.0,1.0,0.74,11.0
295.0,1.0,0.74,14.0
296.0,1.0,0.74,8.0
297.0,1.0,0.74,8.0
298.0,1.0,0.74,7.0
299.0,1.0,0.74,8.0
300.0,1.0,0.74,13.0
