,Topic Divergence,Avg Compat Ratio,Burst Length
249.0,1.0,0.78,10.0
250.0,1.0,0.78,6.0
251.0,1.0,0.78,9.0
252.0,1.0,0.78,10.0
253.0,1.0,0.78,9.0
254.0,1.0,0.78,11.0
255.0,1.0,0.78,13.0
256.0,1.0,0.78,11.0
257.0,1.0,0.78,13.0
258.0,1.0,0.78,10.0
259.0,1.0,0.78,9.0
260.0,1.0,0.77,9.0
261.0,1.0,0.78,8.0
262.0,1.0,0.78,5.0
263.0,1.0,0.78,8.0
264.0,1.0,0.78,8.0
265.0,1.0,0.78,7.0
266.0,1.0,0.78,7.0
267.0,1.0,0.78,10.0
268.0,1.0,0.78,6.0
269.0,1.0,0.78,8.0
270.0,1.0,0.78,9.0
271.0,1.0,0.77,13.0
272.0,1.0,0.77,10.0
273.0,1.0,0.78,9.0
274.0,1.0,0.78,8.0
275.0,1.0,0.78,8.0
276.0,1.0,0.78,8.0
277.0,1.0,0.78,10.0
278.0,1.0,0.78,11.0
279.0,1.0,0.78,7.0
280.0,1.0,0.78,7.0
281.0,1.0,0.78,10.0
282.0,1.0,0.78,11.0
283.0,1.0,0.78,9.0
284.0,1.0,0.78,8.0
285.0,1.0,0.78,12.0
286.0,1.0,0.78,8.0
287.0,1.0,0.78,12.0
288.0,1.0,0.78,11.0
289.0,1.0,0.78,10.0
290.0,1.0,0.78,10.0
291.0,1.0,0.77,9.0
292.0,1.0,0.77,8.0
293.0,1.0,0.77,12.0
294.0,1.0,0.77,8.0
295.0,1.0,0.77,8.0
296.0,1.0,0.77,10.0
297.0,1.0,0.77,8.0
298.0,1.0,0.77,11.0
299.0,1.0,0.77,7.0
300.0,1.0,0.77,8.0
