,Topic Divergence,Avg Compat Ratio,Burst Length
0.0,0.0,0.5,1.0
1.0,1.0,0.78,9.0
2.0,1.0,0.78,9.0
3.0,1.0,0.79,10.0
4.0,1.0,0.81,9.0
5.0,1.0,0.81,11.0
6.0,1.0,0.8,13.0
7.0,1.0,0.79,9.0
8.0,1.0,0.78,9.0
9.0,1.0,0.77,13.0
10.0,1.0,0.78,11.0
11.0,1.0,0.77,8.0
12.0,1.0,0.78,9.0
13.0,1.0,0.79,9.0
14.0,1.0,0.79,11.0
15.0,1.0,0.8,8.0
16.0,1.0,0.8,13.0
17.0,1.0,0.8,10.0
18.0,1.0,0.78,12.0
19.0,1.0,0.78,11.0
20.0,1.0,0.78,10.0
21.0,1.0,0.78,9.0
22.0,1.0,0.78,8.0
23.0,1.0,0.79,9.0
24.0,1.0,0.78,13.0
25.0,1.0,0.79,9.0
26.0,1.0,0.78,9.0
27.0,1.0,0.79,11.0
28.0,1.0,0.79,8.0
29.0,1.0,0.78,10.0
30.0,1.0,0.78,11.0
31.0,1.0,0.79,10.0
32.0,1.0,0.79,9.0
33.0,1.0,0.78,10.0
34.0,1.0,0.78,9.0
35.0,1.0,0.79,10.0
36.0,1.0,0.78,6.0
37.0,1.0,0.78,11.0
38.0,1.0,0.78,6.0
39.0,1.0,0.78,11.0
40.0,1.0,0.78,9.0
41.0,1.0,0.78,9.0
42.0,1.0,0.78,8.0
43.0,1.0,0.78,8.0
44.0,1.0,0.78,8.0
45.0,1.0,0.78,8.0
46.0,1.0,0.78,8.0
47.0,1.0,0.78,8.0
48.0,1.0,0.79,8.0
49.0,1.0,0.79,9.0
50.0,1.0,0.79,10.0
51.0,1.0,0.79,13.0
52.0,1.0,0.79,7.0
53.0,1.0,0.79,4.0
54.0,1.0,0.79,8.0
55.0,1.0,0.78,11.0
56.0,1.0,0.78,12.0
57.0,1.0,0.79,9.0
58.0,1.0,0.79,10.0
59.0,1.0,0.79,9.0
60.0,1.0,0.79,9.0
61.0,1.0,0.78,9.0
62.0,1.0,0.78,8.0
63.0,1.0,0.79,8.0
64.0,1.0,0.79,5.0
65.0,1.0,0.78,10.0
66.0,1.0,0.78,6.0
67.0,1.0,0.78,10.0
68.0,1.0,0.78,9.0
69.0,1.0,0.78,10.0
70.0,1.0,0.78,9.0
71.0,1.0,0.77,12.0
72.0,1.0,0.77,9.0
73.0,1.0,0.77,10.0
74.0,1.0,0.77,12.0
75.0,1.0,0.77,10.0
76.0,1.0,0.77,9.0
77.0,1.0,0.77,11.0
78.0,1.0,0.77,8.0
79.0,1.0,0.77,7.0
80.0,1.0,0.77,10.0
81.0,1.0,0.77,5.0
82.0,1.0,0.77,9.0
