,Topic Divergence,Burst Length,Compatible Msgs,Incompatible Msgs,Avg Compat Ratio
0.0,0.0,1.0,0.0,0.0,0.5
1.0,1.0,7.0,7.0,0.0,1.0
2.0,-1.0,6.0,3.0,3.0,0.5
3.0,1.0,5.0,4.0,1.0,0.8
4.0,1.0,8.0,5.0,3.0,0.63
5.0,-1.0,8.0,4.0,4.0,0.5
6.0,1.0,9.0,6.0,3.0,0.67
7.0,1.0,7.0,4.0,3.0,0.57
8.0,-1.0,7.0,3.0,4.0,0.43
9.0,1.0,9.0,5.0,4.0,0.56
10.0,1.0,7.0,6.0,1.0,0.86
11.0,1.0,10.0,6.0,4.0,0.6
12.0,1.0,9.0,8.0,1.0,0.89
13.0,1.0,9.0,6.0,3.0,0.67
14.0,1.0,6.0,5.0,1.0,0.83
15.0,-1.0,7.0,2.0,5.0,0.29
16.0,1.0,7.0,4.0,3.0,0.57
17.0,1.0,6.0,4.0,2.0,0.67
18.0,1.0,6.0,4.0,2.0,0.67
19.0,1.0,5.0,4.0,1.0,0.8
20.0,-1.0,9.0,2.0,7.0,0.22
21.0,1.0,10.0,7.0,3.0,0.7
22.0,1.0,10.0,6.0,4.0,0.6
23.0,1.0,10.0,8.0,2.0,0.8
24.0,-1.0,10.0,3.0,7.0,0.3
25.0,1.0,9.0,6.0,3.0,0.67
26.0,-1.0,10.0,3.0,7.0,0.3
27.0,1.0,6.0,4.0,2.0,0.67
28.0,1.0,9.0,6.0,3.0,0.67
29.0,1.0,5.0,4.0,1.0,0.8
30.0,1.0,8.0,8.0,0.0,1.0
31.0,1.0,4.0,3.0,1.0,0.75
32.0,1.0,9.0,7.0,2.0,0.78
33.0,1.0,7.0,4.0,3.0,0.57
34.0,-1.0,7.0,3.0,4.0,0.43
35.0,-1.0,6.0,2.0,4.0,0.33
36.0,1.0,8.0,6.0,2.0,0.75
37.0,-1.0,8.0,4.0,4.0,0.5
38.0,1.0,8.0,7.0,1.0,0.88
39.0,1.0,9.0,8.0,1.0,0.89
40.0,1.0,6.0,5.0,1.0,0.83
41.0,1.0,8.0,5.0,3.0,0.63
42.0,1.0,6.0,5.0,1.0,0.83
43.0,1.0,7.0,4.0,3.0,0.57
44.0,1.0,5.0,4.0,1.0,0.8
45.0,1.0,10.0,7.0,3.0,0.7
46.0,1.0,5.0,3.0,2.0,0.6
47.0,-1.0,9.0,4.0,5.0,0.44
48.0,1.0,10.0,6.0,4.0,0.6
49.0,1.0,7.0,6.0,1.0,0.86
50.0,1.0,8.0,5.0,3.0,0.63
51.0,1.0,7.0,5.0,2.0,0.71
52.0,1.0,6.0,4.0,2.0,0.67
53.0,1.0,5.0,4.0,1.0,0.8
54.0,1.0,5.0,4.0,1.0,0.8
55.0,-1.0,9.0,4.0,5.0,0.44
56.0,-1.0,9.0,4.0,5.0,0.44
57.0,-1.0,5.0,2.0,3.0,0.4
58.0,1.0,3.0,2.0,1.0,0.67
59.0,1.0,6.0,4.0,2.0,0.67
60.0,1.0,7.0,5.0,2.0,0.71
61.0,1.0,5.0,4.0,1.0,0.8
62.0,1.0,6.0,4.0,2.0,0.67
63.0,-1.0,8.0,4.0,4.0,0.5
64.0,1.0,7.0,4.0,3.0,0.57
65.0,-1.0,8.0,4.0,4.0,0.5
66.0,1.0,9.0,5.0,4.0,0.56
67.0,1.0,6.0,4.0,2.0,0.67
68.0,1.0,10.0,6.0,4.0,0.6
69.0,1.0,7.0,4.0,3.0,0.57
70.0,1.0,9.0,7.0,2.0,0.78
71.0,-1.0,9.0,4.0,5.0,0.44
72.0,-1.0,6.0,2.0,4.0,0.33
73.0,1.0,9.0,6.0,3.0,0.67
74.0,1.0,5.0,4.0,1.0,0.8
75.0,1.0,10.0,7.0,3.0,0.7
76.0,1.0,5.0,4.0,1.0,0.8
77.0,1.0,8.0,6.0,2.0,0.75
78.0,1.0,10.0,6.0,4.0,0.6
79.0,-1.0,8.0,4.0,4.0,0.5
80.0,-1.0,8.0,3.0,5.0,0.38
81.0,1.0,4.0,3.0,1.0,0.75
82.0,1.0,7.0,4.0,3.0,0.57
83.0,1.0,5.0,4.0,1.0,0.8
84.0,1.0,11.0,6.0,5.0,0.55
85.0,1.0,10.0,6.0,4.0,0.6
86.0,1.0,6.0,5.0,1.0,0.83
87.0,1.0,3.0,3.0,0.0,1.0
88.0,1.0,4.0,3.0,1.0,0.75
89.0,1.0,7.0,5.0,2.0,0.71
90.0,1.0,3.0,3.0,0.0,1.0
91.0,1.0,9.0,7.0,2.0,0.78
92.0,1.0,8.0,5.0,3.0,0.63
93.0,1.0,6.0,4.0,2.0,0.67
94.0,1.0,10.0,6.0,4.0,0.6
95.0,1.0,12.0,9.0,3.0,0.75
96.0,1.0,9.0,6.0,3.0,0.67
97.0,1.0,5.0,4.0,1.0,0.8
98.0,-1.0,7.0,3.0,4.0,0.43
99.0,-1.0,7.0,3.0,4.0,0.43
100.0,-1.0,7.0,3.0,4.0,0.43
101.0,-1.0,8.0,4.0,4.0,0.5
102.0,1.0,5.0,4.0,1.0,0.8
103.0,1.0,6.0,5.0,1.0,0.83
104.0,1.0,5.0,3.0,2.0,0.6
105.0,1.0,8.0,7.0,1.0,0.88
106.0,1.0,10.0,8.0,2.0,0.8
107.0,1.0,7.0,7.0,0.0,1.0
108.0,1.0,11.0,7.0,4.0,0.64
109.0,-1.0,5.0,1.0,4.0,0.2
110.0,1.0,8.0,6.0,2.0,0.75
111.0,1.0,7.0,6.0,1.0,0.86
112.0,1.0,11.0,7.0,4.0,0.64
113.0,1.0,7.0,5.0,2.0,0.71
114.0,1.0,7.0,5.0,2.0,0.71
115.0,1.0,6.0,5.0,1.0,0.83
116.0,1.0,5.0,3.0,2.0,0.6
117.0,1.0,6.0,4.0,2.0,0.67
118.0,1.0,6.0,4.0,2.0,0.67
119.0,1.0,8.0,5.0,3.0,0.63
120.0,-1.0,10.0,5.0,5.0,0.5
121.0,1.0,5.0,4.0,1.0,0.8
122.0,-1.0,2.0,0.0,2.0,0.0
123.0,1.0,12.0,8.0,4.0,0.67
124.0,1.0,8.0,6.0,2.0,0.75
125.0,1.0,10.0,7.0,3.0,0.7
126.0,1.0,8.0,6.0,2.0,0.75
127.0,1.0,3.0,2.0,1.0,0.67
128.0,-1.0,7.0,3.0,4.0,0.43
129.0,-1.0,6.0,3.0,3.0,0.5
130.0,-1.0,8.0,4.0,4.0,0.5
131.0,-1.0,7.0,3.0,4.0,0.43
132.0,1.0,7.0,5.0,2.0,0.71
133.0,-1.0,8.0,4.0,4.0,0.5
134.0,1.0,9.0,8.0,1.0,0.89
135.0,1.0,8.0,6.0,2.0,0.75
136.0,1.0,8.0,5.0,3.0,0.63
137.0,1.0,10.0,7.0,3.0,0.7
138.0,1.0,6.0,5.0,1.0,0.83
139.0,1.0,8.0,5.0,3.0,0.63
140.0,1.0,7.0,5.0,2.0,0.71
141.0,1.0,4.0,3.0,1.0,0.75
142.0,1.0,10.0,7.0,3.0,0.7
143.0,1.0,9.0,5.0,4.0,0.56
144.0,1.0,5.0,3.0,2.0,0.6
145.0,1.0,9.0,8.0,1.0,0.89
146.0,1.0,9.0,7.0,2.0,0.78
147.0,1.0,8.0,5.0,3.0,0.63
148.0,1.0,8.0,5.0,3.0,0.63
149.0,1.0,9.0,8.0,1.0,0.89
150.0,1.0,8.0,6.0,2.0,0.75
151.0,1.0,8.0,5.0,3.0,0.63
152.0,1.0,5.0,3.0,2.0,0.6
153.0,1.0,8.0,6.0,2.0,0.75
154.0,1.0,9.0,6.0,3.0,0.67
155.0,1.0,7.0,5.0,2.0,0.71
156.0,-1.0,8.0,4.0,4.0,0.5
157.0,1.0,10.0,6.0,4.0,0.6
158.0,1.0,7.0,4.0,3.0,0.57
159.0,1.0,10.0,6.0,4.0,0.6
160.0,-1.0,6.0,3.0,3.0,0.5
161.0,1.0,8.0,6.0,2.0,0.75
162.0,-1.0,3.0,1.0,2.0,0.33
163.0,-1.0,11.0,5.0,6.0,0.45
164.0,-1.0,4.0,2.0,2.0,0.5
165.0,1.0,11.0,6.0,5.0,0.55
166.0,1.0,5.0,4.0,1.0,0.8
167.0,1.0,8.0,5.0,3.0,0.63
168.0,1.0,7.0,5.0,2.0,0.71
169.0,-1.0,7.0,2.0,5.0,0.29
170.0,1.0,6.0,4.0,2.0,0.67
171.0,1.0,5.0,3.0,2.0,0.6
172.0,1.0,5.0,3.0,2.0,0.6
173.0,1.0,7.0,5.0,2.0,0.71
174.0,1.0,6.0,5.0,1.0,0.83
175.0,-1.0,4.0,2.0,2.0,0.5
176.0,1.0,10.0,8.0,2.0,0.8
177.0,1.0,8.0,5.0,3.0,0.63
178.0,1.0,9.0,6.0,3.0,0.67
179.0,1.0,9.0,6.0,3.0,0.67
180.0,1.0,8.0,6.0,2.0,0.75
181.0,-1.0,5.0,2.0,3.0,0.4
182.0,1.0,7.0,5.0,2.0,0.71
183.0,1.0,5.0,3.0,2.0,0.6
184.0,1.0,8.0,7.0,1.0,0.88
185.0,1.0,8.0,5.0,3.0,0.63
186.0,1.0,5.0,4.0,1.0,0.8
187.0,1.0,10.0,9.0,1.0,0.9
188.0,1.0,5.0,4.0,1.0,0.8
189.0,1.0,7.0,5.0,2.0,0.71
190.0,1.0,9.0,6.0,3.0,0.67
191.0,-1.0,6.0,2.0,4.0,0.33
192.0,1.0,9.0,6.0,3.0,0.67
193.0,1.0,7.0,4.0,3.0,0.57
194.0,1.0,6.0,4.0,2.0,0.67
195.0,1.0,10.0,8.0,2.0,0.8
196.0,1.0,7.0,4.0,3.0,0.57
197.0,1.0,7.0,5.0,2.0,0.71
198.0,1.0,7.0,4.0,3.0,0.57
199.0,1.0,6.0,4.0,2.0,0.67
200.0,1.0,5.0,5.0,0.0,1.0
