,Topic Divergence,Avg Compat Ratio,Burst Length
0.0,0.0,0.5,1.0
1.0,1.0,0.67,6.0
2.0,1.0,0.62,7.0
3.0,1.0,0.52,8.0
4.0,1.0,0.6,9.0
5.0,1.0,0.64,9.0
6.0,1.0,0.69,6.0
7.0,1.0,0.64,8.0
8.0,1.0,0.62,8.0
9.0,1.0,0.6,7.0
10.0,1.0,0.6,4.0
11.0,1.0,0.57,7.0
12.0,1.0,0.56,3.0
13.0,1.0,0.57,10.0
14.0,1.0,0.58,9.0
15.0,1.0,0.61,8.0
16.0,1.0,0.57,10.0
17.0,1.0,0.58,7.0
18.0,1.0,0.61,9.0
19.0,1.0,0.61,9.0
20.0,1.0,0.6,7.0
21.0,1.0,0.58,3.0
22.0,1.0,0.59,8.0
23.0,1.0,0.58,5.0
24.0,1.0,0.59,5.0
25.0,1.0,0.6,11.0
26.0,1.0,0.57,9.0
27.0,1.0,0.57,7.0
28.0,1.0,0.58,9.0
29.0,1.0,0.59,9.0
30.0,1.0,0.6,8.0
31.0,1.0,0.59,8.0
32.0,1.0,0.59,7.0
33.0,1.0,0.6,8.0
34.0,1.0,0.59,11.0
35.0,1.0,0.6,6.0
36.0,1.0,0.61,9.0
37.0,1.0,0.6,9.0
38.0,1.0,0.62,9.0
39.0,1.0,0.6,10.0
40.0,1.0,0.6,5.0
41.0,1.0,0.6,7.0
42.0,1.0,0.59,10.0
43.0,1.0,0.59,5.0
44.0,1.0,0.59,7.0
45.0,1.0,0.58,9.0
46.0,1.0,0.59,5.0
47.0,1.0,0.59,9.0
48.0,1.0,0.6,7.0
49.0,1.0,0.59,9.0
50.0,1.0,0.6,9.0
51.0,1.0,0.6,7.0
52.0,1.0,0.61,7.0
53.0,1.0,0.62,11.0
54.0,1.0,0.61,10.0
55.0,1.0,0.61,5.0
56.0,1.0,0.61,7.0
57.0,1.0,0.61,8.0
58.0,1.0,0.6,3.0
59.0,1.0,0.6,5.0
60.0,1.0,0.6,7.0
61.0,1.0,0.6,6.0
62.0,1.0,0.6,8.0
63.0,1.0,0.6,8.0
64.0,1.0,0.6,10.0
65.0,1.0,0.6,8.0
66.0,1.0,0.6,9.0
67.0,1.0,0.61,7.0
68.0,1.0,0.6,8.0
69.0,1.0,0.6,5.0
70.0,1.0,0.6,6.0
71.0,1.0,0.6,9.0
72.0,1.0,0.6,12.0
73.0,1.0,0.6,7.0
74.0,1.0,0.59,8.0
75.0,1.0,0.6,8.0
76.0,1.0,0.6,11.0
77.0,1.0,0.6,6.0
78.0,1.0,0.59,6.0
79.0,1.0,0.59,8.0
80.0,1.0,0.59,7.0
81.0,1.0,0.59,5.0
82.0,1.0,0.59,8.0
83.0,1.0,0.58,8.0
84.0,1.0,0.58,8.0
85.0,1.0,0.58,12.0
86.0,1.0,0.58,5.0
87.0,1.0,0.58,9.0
88.0,1.0,0.59,7.0
89.0,1.0,0.59,10.0
90.0,1.0,0.6,8.0
91.0,1.0,0.59,8.0
92.0,1.0,0.59,6.0
93.0,1.0,0.59,12.0
94.0,1.0,0.6,11.0
95.0,1.0,0.6,11.0
96.0,1.0,0.6,9.0
97.0,1.0,0.61,7.0
98.0,1.0,0.6,8.0
99.0,1.0,0.6,11.0
100.0,1.0,0.6,6.0
101.0,1.0,0.6,5.0
102.0,1.0,0.6,4.0
103.0,1.0,0.59,6.0
104.0,1.0,0.6,4.0
105.0,1.0,0.6,8.0
106.0,1.0,0.6,8.0
107.0,1.0,0.6,12.0
108.0,1.0,0.61,11.0
109.0,1.0,0.6,7.0
110.0,1.0,0.6,7.0
111.0,1.0,0.6,9.0
112.0,1.0,0.6,7.0
113.0,1.0,0.6,6.0
114.0,1.0,0.6,9.0
115.0,1.0,0.6,4.0
116.0,1.0,0.6,8.0
117.0,1.0,0.6,3.0
118.0,1.0,0.6,2.0
119.0,1.0,0.6,10.0
120.0,1.0,0.6,8.0
121.0,1.0,0.6,10.0
122.0,1.0,0.6,12.0
123.0,1.0,0.61,11.0
124.0,1.0,0.6,9.0
125.0,1.0,0.6,5.0
126.0,1.0,0.6,10.0
127.0,1.0,0.61,10.0
128.0,1.0,0.61,11.0
129.0,1.0,0.61,6.0
