,Topic Divergence,Burst Length,Compatible Msgs,Incompatible Msgs,Avg Compat Ratio
0.0,0.0,1.0,0.0,0.0,0.5
1.0,1.0,10.0,10.0,0.0,1.0
2.0,1.0,12.0,10.0,2.0,0.83
3.0,1.0,9.0,8.0,1.0,0.89
4.0,1.0,8.0,7.0,1.0,0.88
5.0,-1.0,8.0,2.0,6.0,0.25
6.0,-1.0,13.0,5.0,8.0,0.38
7.0,1.0,10.0,8.0,2.0,0.8
8.0,1.0,11.0,10.0,1.0,0.91
9.0,1.0,9.0,7.0,2.0,0.78
10.0,-1.0,5.0,1.0,4.0,0.2
11.0,-1.0,3.0,0.0,3.0,0.0
12.0,1.0,9.0,8.0,1.0,0.89
13.0,1.0,7.0,4.0,3.0,0.57
14.0,1.0,9.0,9.0,0.0,1.0
15.0,1.0,8.0,7.0,1.0,0.88
16.0,1.0,12.0,11.0,1.0,0.92
17.0,1.0,9.0,8.0,1.0,0.89
18.0,1.0,12.0,11.0,1.0,0.92
19.0,-1.0,6.0,0.0,6.0,0.0
20.0,-1.0,4.0,1.0,3.0,0.25
21.0,-1.0,13.0,5.0,8.0,0.38
22.0,1.0,8.0,6.0,2.0,0.75
23.0,-1.0,7.0,2.0,5.0,0.29
24.0,1.0,4.0,3.0,1.0,0.75
25.0,-1.0,8.0,4.0,4.0,0.5
26.0,1.0,5.0,3.0,2.0,0.6
27.0,1.0,10.0,8.0,2.0,0.8
28.0,1.0,9.0,9.0,0.0,1.0
29.0,1.0,8.0,5.0,3.0,0.63
30.0,-1.0,3.0,1.0,2.0,0.33
31.0,-1.0,11.0,5.0,6.0,0.45
32.0,1.0,1.0,1.0,0.0,1.0
33.0,1.0,9.0,8.0,1.0,0.89
34.0,1.0,9.0,7.0,2.0,0.78
35.0,1.0,9.0,7.0,2.0,0.78
36.0,1.0,11.0,11.0,0.0,1.0
37.0,-1.0,8.0,3.0,5.0,0.38
38.0,-1.0,10.0,5.0,5.0,0.5
39.0,-1.0,7.0,2.0,5.0,0.29
40.0,1.0,7.0,0.0,0.0,1.0
41.0,1.0,13.0,8.0,5.0,0.62
42.0,1.0,7.0,7.0,0.0,1.0
43.0,1.0,11.0,8.0,3.0,0.73
44.0,-1.0,7.0,1.0,6.0,0.14
45.0,1.0,13.0,7.0,6.0,0.54
46.0,1.0,8.0,6.0,2.0,0.75
47.0,1.0,10.0,7.0,3.0,0.7
48.0,-1.0,5.0,2.0,3.0,0.4
49.0,-1.0,10.0,5.0,5.0,0.5
50.0,1.0,8.0,6.0,2.0,0.75
51.0,1.0,12.0,9.0,3.0,0.75
52.0,1.0,13.0,11.0,2.0,0.85
53.0,-1.0,7.0,2.0,5.0,0.29
54.0,-1.0,5.0,2.0,3.0,0.4
55.0,1.0,7.0,7.0,0.0,1.0
56.0,1.0,13.0,11.0,2.0,0.85
57.0,-1.0,7.0,1.0,6.0,0.14
58.0,-1.0,13.0,6.0,7.0,0.46
59.0,-1.0,10.0,2.0,8.0,0.2
60.0,-1.0,9.0,3.0,6.0,0.33
61.0,-1.0,3.0,1.0,2.0,0.33
62.0,1.0,8.0,5.0,3.0,0.63
63.0,-1.0,6.0,0.0,6.0,0.0
64.0,-1.0,7.0,1.0,6.0,0.14
65.0,1.0,6.0,5.0,1.0,0.83
66.0,-1.0,7.0,1.0,6.0,0.14
67.0,-1.0,2.0,1.0,1.0,0.5
68.0,-1.0,12.0,4.0,8.0,0.33
69.0,-1.0,8.0,4.0,4.0,0.5
70.0,1.0,8.0,6.0,2.0,0.75
71.0,-1.0,5.0,1.0,4.0,0.2
72.0,1.0,3.0,2.0,1.0,0.67
73.0,-1.0,9.0,1.0,8.0,0.11
74.0,-1.0,8.0,4.0,4.0,0.5
75.0,1.0,6.0,5.0,1.0,0.83
76.0,1.0,12.0,11.0,1.0,0.92
77.0,-1.0,6.0,1.0,5.0,0.17
78.0,-1.0,8.0,4.0,4.0,0.5
79.0,-1.0,11.0,4.0,7.0,0.36
80.0,-1.0,12.0,4.0,8.0,0.33
81.0,-1.0,9.0,2.0,7.0,0.22
82.0,-1.0,12.0,5.0,7.0,0.42
83.0,1.0,8.0,7.0,1.0,0.88
84.0,1.0,9.0,8.0,1.0,0.89
85.0,-1.0,6.0,0.0,6.0,0.0
86.0,1.0,10.0,7.0,3.0,0.7
87.0,-1.0,4.0,1.0,3.0,0.25
88.0,1.0,12.0,8.0,4.0,0.67
89.0,-1.0,6.0,0.0,6.0,0.0
90.0,-1.0,7.0,2.0,5.0,0.29
91.0,-1.0,10.0,5.0,5.0,0.5
92.0,1.0,5.0,5.0,0.0,1.0
93.0,1.0,8.0,7.0,1.0,0.88
94.0,-1.0,10.0,4.0,6.0,0.4
95.0,-1.0,2.0,1.0,1.0,0.5
96.0,1.0,12.0,10.0,2.0,0.83
97.0,1.0,14.0,12.0,2.0,0.86
98.0,-1.0,7.0,1.0,6.0,0.14
99.0,1.0,3.0,2.0,1.0,0.67
100.0,-1.0,8.0,4.0,4.0,0.5
101.0,-1.0,8.0,3.0,5.0,0.38
102.0,1.0,10.0,7.0,3.0,0.7
