,Topic Divergence,Burst Length,Compatible Msgs,Incompatible Msgs,Avg Compat Ratio
0.0,0.0,1.0,0.0,0.0,0.5
1.0,1.0,10.0,10.0,0.0,1.0
2.0,1.0,12.0,10.0,2.0,0.83
3.0,1.0,12.0,9.0,3.0,0.75
4.0,1.0,12.0,11.0,1.0,0.92
5.0,1.0,12.0,11.0,1.0,0.92
6.0,1.0,14.0,11.0,3.0,0.79
7.0,1.0,15.0,14.0,1.0,0.93
8.0,1.0,14.0,10.0,4.0,0.71
9.0,1.0,14.0,12.0,2.0,0.86
10.0,1.0,14.0,11.0,3.0,0.79
11.0,1.0,14.0,11.0,3.0,0.79
12.0,1.0,14.0,10.0,4.0,0.71
13.0,1.0,10.0,9.0,1.0,0.9
14.0,1.0,12.0,10.0,2.0,0.83
15.0,1.0,9.0,8.0,1.0,0.89
16.0,-1.0,12.0,6.0,6.0,0.5
17.0,1.0,10.0,8.0,2.0,0.8
18.0,1.0,15.0,12.0,3.0,0.8
19.0,1.0,12.0,10.0,2.0,0.83
20.0,1.0,14.0,8.0,6.0,0.57
21.0,1.0,10.0,8.0,2.0,0.8
22.0,1.0,12.0,7.0,5.0,0.58
23.0,1.0,12.0,9.0,3.0,0.75
24.0,1.0,10.0,8.0,2.0,0.8
25.0,1.0,15.0,12.0,3.0,0.8
26.0,1.0,11.0,8.0,3.0,0.73
27.0,1.0,15.0,11.0,4.0,0.73
28.0,1.0,10.0,7.0,3.0,0.7
29.0,1.0,13.0,8.0,5.0,0.62
30.0,1.0,12.0,10.0,2.0,0.83
31.0,1.0,10.0,10.0,0.0,1.0
32.0,1.0,14.0,9.0,5.0,0.64
33.0,1.0,11.0,10.0,1.0,0.91
34.0,1.0,14.0,9.0,5.0,0.64
35.0,1.0,13.0,10.0,3.0,0.77
36.0,1.0,12.0,12.0,0.0,1.0
37.0,1.0,11.0,7.0,4.0,0.64
38.0,1.0,13.0,13.0,0.0,1.0
39.0,1.0,11.0,6.0,5.0,0.55
40.0,1.0,12.0,12.0,0.0,1.0
41.0,1.0,15.0,11.0,4.0,0.73
42.0,1.0,14.0,14.0,0.0,1.0
43.0,1.0,13.0,10.0,3.0,0.77
44.0,1.0,13.0,11.0,2.0,0.85
45.0,1.0,13.0,10.0,3.0,0.77
46.0,1.0,10.0,10.0,0.0,1.0
47.0,1.0,14.0,10.0,4.0,0.71
48.0,1.0,12.0,11.0,1.0,0.92
49.0,1.0,11.0,9.0,2.0,0.82
50.0,1.0,13.0,10.0,3.0,0.77
51.0,1.0,12.0,8.0,4.0,0.67
52.0,1.0,11.0,10.0,1.0,0.91
53.0,1.0,12.0,9.0,3.0,0.75
54.0,1.0,14.0,13.0,1.0,0.93
55.0,1.0,11.0,8.0,3.0,0.73
56.0,1.0,12.0,12.0,0.0,1.0
57.0,1.0,12.0,8.0,4.0,0.67
58.0,1.0,13.0,10.0,3.0,0.77
59.0,1.0,12.0,9.0,3.0,0.75
60.0,1.0,12.0,9.0,3.0,0.75
61.0,1.0,14.0,12.0,2.0,0.86
62.0,1.0,11.0,9.0,2.0,0.82
63.0,1.0,12.0,11.0,1.0,0.92
64.0,1.0,14.0,12.0,2.0,0.86
65.0,1.0,14.0,11.0,3.0,0.79
66.0,1.0,11.0,10.0,1.0,0.91
67.0,1.0,13.0,11.0,2.0,0.85
68.0,1.0,13.0,9.0,4.0,0.69
69.0,1.0,15.0,13.0,2.0,0.87
70.0,1.0,14.0,10.0,4.0,0.71
71.0,1.0,12.0,9.0,3.0,0.75
72.0,1.0,14.0,10.0,4.0,0.71
73.0,1.0,12.0,9.0,3.0,0.75
74.0,1.0,12.0,11.0,1.0,0.92
75.0,1.0,11.0,7.0,4.0,0.64
76.0,1.0,13.0,10.0,3.0,0.77
77.0,1.0,14.0,11.0,3.0,0.79
78.0,1.0,12.0,9.0,3.0,0.75
79.0,1.0,13.0,13.0,0.0,1.0
80.0,1.0,14.0,12.0,2.0,0.86
81.0,1.0,14.0,11.0,3.0,0.79
82.0,1.0,11.0,11.0,0.0,1.0
83.0,1.0,11.0,9.0,2.0,0.82
84.0,1.0,12.0,11.0,1.0,0.92
85.0,1.0,13.0,11.0,2.0,0.85
86.0,1.0,13.0,8.0,5.0,0.62
87.0,1.0,12.0,10.0,2.0,0.83
88.0,1.0,8.0,6.0,2.0,0.75
89.0,1.0,11.0,7.0,4.0,0.64
90.0,1.0,12.0,9.0,3.0,0.75
91.0,1.0,13.0,11.0,2.0,0.85
92.0,1.0,12.0,7.0,5.0,0.58
93.0,1.0,12.0,11.0,1.0,0.92
94.0,1.0,14.0,11.0,3.0,0.79
95.0,1.0,12.0,12.0,0.0,1.0
96.0,1.0,13.0,9.0,4.0,0.69
97.0,1.0,11.0,10.0,1.0,0.91
98.0,1.0,14.0,11.0,3.0,0.79
99.0,1.0,15.0,14.0,1.0,0.93
100.0,1.0,13.0,9.0,4.0,0.69
101.0,1.0,12.0,9.0,3.0,0.75
102.0,1.0,10.0,7.0,3.0,0.7
103.0,1.0,11.0,10.0,1.0,0.91
104.0,1.0,14.0,11.0,3.0,0.79
