,Topic Divergence,Burst Length,Compatible Msgs,Incompatible Msgs,Avg Compat Ratio
0.0,0.0,1.0,0.0,0.0,0.5
1.0,1.0,10.0,10.0,0.0,1.0
2.0,1.0,13.0,9.0,4.0,0.69
3.0,-1.0,11.0,5.0,6.0,0.45
4.0,1.0,15.0,12.0,3.0,0.8
5.0,1.0,12.0,9.0,3.0,0.75
6.0,1.0,14.0,12.0,2.0,0.86
7.0,1.0,10.0,8.0,2.0,0.8
8.0,1.0,13.0,10.0,3.0,0.77
9.0,1.0,13.0,9.0,4.0,0.69
10.0,1.0,13.0,11.0,2.0,0.85
11.0,1.0,11.0,8.0,3.0,0.73
12.0,1.0,14.0,9.0,5.0,0.64
13.0,1.0,11.0,8.0,3.0,0.73
14.0,1.0,12.0,9.0,3.0,0.75
15.0,1.0,13.0,11.0,2.0,0.85
16.0,1.0,13.0,7.0,6.0,0.54
17.0,1.0,10.0,7.0,3.0,0.7
18.0,1.0,12.0,10.0,2.0,0.83
19.0,1.0,14.0,11.0,3.0,0.79
20.0,1.0,13.0,10.0,3.0,0.77
21.0,1.0,12.0,10.0,2.0,0.83
22.0,1.0,13.0,11.0,2.0,0.85
23.0,1.0,15.0,10.0,5.0,0.67
24.0,1.0,13.0,10.0,3.0,0.77
25.0,1.0,14.0,10.0,4.0,0.71
26.0,1.0,13.0,11.0,2.0,0.85
27.0,1.0,12.0,9.0,3.0,0.75
28.0,1.0,14.0,10.0,4.0,0.71
29.0,1.0,13.0,11.0,2.0,0.85
30.0,1.0,11.0,8.0,3.0,0.73
31.0,1.0,13.0,9.0,4.0,0.69
32.0,1.0,12.0,9.0,3.0,0.75
33.0,1.0,12.0,9.0,3.0,0.75
34.0,1.0,13.0,10.0,3.0,0.77
35.0,1.0,13.0,10.0,3.0,0.77
36.0,1.0,10.0,9.0,1.0,0.9
37.0,1.0,13.0,9.0,4.0,0.69
38.0,1.0,10.0,7.0,3.0,0.7
39.0,1.0,13.0,10.0,3.0,0.77
40.0,1.0,13.0,9.0,4.0,0.69
41.0,1.0,13.0,11.0,2.0,0.85
42.0,1.0,15.0,11.0,4.0,0.73
43.0,1.0,12.0,10.0,2.0,0.83
44.0,1.0,13.0,10.0,3.0,0.77
45.0,1.0,12.0,7.0,5.0,0.58
46.0,1.0,13.0,8.0,5.0,0.62
47.0,1.0,12.0,9.0,3.0,0.75
48.0,1.0,14.0,10.0,4.0,0.71
49.0,1.0,11.0,8.0,3.0,0.73
50.0,-1.0,14.0,7.0,7.0,0.5
51.0,1.0,12.0,9.0,3.0,0.75
52.0,1.0,10.0,8.0,2.0,0.8
53.0,1.0,12.0,10.0,2.0,0.83
54.0,1.0,12.0,9.0,3.0,0.75
55.0,1.0,11.0,8.0,3.0,0.73
56.0,1.0,12.0,9.0,3.0,0.75
57.0,1.0,13.0,10.0,3.0,0.77
58.0,1.0,13.0,10.0,3.0,0.77
59.0,1.0,13.0,11.0,2.0,0.85
60.0,1.0,12.0,10.0,2.0,0.83
61.0,1.0,15.0,12.0,3.0,0.8
62.0,1.0,12.0,9.0,3.0,0.75
63.0,1.0,13.0,8.0,5.0,0.62
64.0,1.0,12.0,8.0,4.0,0.67
65.0,1.0,12.0,9.0,3.0,0.75
66.0,1.0,12.0,9.0,3.0,0.75
67.0,1.0,12.0,10.0,2.0,0.83
68.0,-1.0,12.0,6.0,6.0,0.5
69.0,1.0,15.0,14.0,1.0,0.93
70.0,1.0,13.0,9.0,4.0,0.69
71.0,1.0,12.0,11.0,1.0,0.92
72.0,1.0,14.0,11.0,3.0,0.79
73.0,1.0,14.0,11.0,3.0,0.79
74.0,1.0,11.0,7.0,4.0,0.64
75.0,1.0,15.0,12.0,3.0,0.8
76.0,1.0,9.0,6.0,3.0,0.67
77.0,1.0,12.0,10.0,2.0,0.83
78.0,1.0,11.0,11.0,0.0,1.0
79.0,1.0,13.0,8.0,5.0,0.62
80.0,1.0,13.0,10.0,3.0,0.77
81.0,1.0,10.0,7.0,3.0,0.7
82.0,1.0,13.0,10.0,3.0,0.77
83.0,1.0,14.0,12.0,2.0,0.86
84.0,1.0,14.0,10.0,4.0,0.71
85.0,1.0,10.0,8.0,2.0,0.8
86.0,1.0,11.0,10.0,1.0,0.91
87.0,1.0,13.0,10.0,3.0,0.77
88.0,1.0,13.0,13.0,0.0,1.0
89.0,1.0,11.0,7.0,4.0,0.64
90.0,1.0,13.0,10.0,3.0,0.77
91.0,1.0,14.0,10.0,4.0,0.71
92.0,1.0,14.0,11.0,3.0,0.79
93.0,-1.0,11.0,5.0,6.0,0.45
94.0,1.0,13.0,12.0,1.0,0.92
95.0,1.0,11.0,7.0,4.0,0.64
96.0,1.0,12.0,9.0,3.0,0.75
97.0,1.0,12.0,10.0,2.0,0.83
98.0,1.0,14.0,11.0,3.0,0.79
99.0,1.0,10.0,7.0,3.0,0.7
100.0,1.0,14.0,10.0,4.0,0.71
101.0,1.0,13.0,9.0,4.0,0.69
102.0,1.0,13.0,11.0,2.0,0.85
103.0,1.0,13.0,11.0,2.0,0.85
104.0,1.0,14.0,9.0,5.0,0.64
