,Topic Divergence,Burst Length,Compatible Msgs,Incompatible Msgs,Avg Compat Ratio
0.0,0.0,1.0,0.0,0.0,0.5
1.0,-1.0,3.0,1.0,2.0,0.33
2.0,1.0,6.0,5.0,1.0,0.83
3.0,1.0,1.0,1.0,0.0,1.0
4.0,1.0,5.0,4.0,1.0,0.8
5.0,1.0,2.0,2.0,0.0,1.0
6.0,1.0,3.0,3.0,0.0,1.0
7.0,1.0,3.0,2.0,1.0,0.67
8.0,1.0,5.0,4.0,1.0,0.8
9.0,1.0,5.0,0.0,0.0,1.0
10.0,-1.0,6.0,3.0,3.0,0.5
11.0,-1.0,6.0,3.0,3.0,0.5
12.0,1.0,4.0,3.0,1.0,0.75
13.0,1.0,5.0,3.0,2.0,0.6
14.0,1.0,3.0,3.0,0.0,1.0
15.0,-1.0,4.0,1.0,3.0,0.25
16.0,1.0,3.0,3.0,0.0,1.0
17.0,-1.0,5.0,2.0,3.0,0.4
18.0,1.0,3.0,3.0,0.0,1.0
19.0,-1.0,5.0,1.0,4.0,0.2
20.0,1.0,5.0,4.0,1.0,0.8
21.0,-1.0,6.0,2.0,4.0,0.33
22.0,1.0,5.0,4.0,1.0,0.8
23.0,1.0,8.0,5.0,3.0,0.63
24.0,1.0,8.0,0.0,0.0,1.0
25.0,1.0,3.0,3.0,0.0,1.0
26.0,1.0,6.0,4.0,2.0,0.67
27.0,1.0,5.0,3.0,2.0,0.6
28.0,1.0,1.0,1.0,0.0,1.0
29.0,-1.0,1.0,0.0,1.0,0.0
30.0,1.0,9.0,8.0,1.0,0.89
31.0,-1.0,3.0,1.0,2.0,0.33
32.0,1.0,10.0,8.0,2.0,0.8
33.0,1.0,10.0,0.0,0.0,1.0
34.0,1.0,4.0,4.0,0.0,1.0
35.0,-1.0,2.0,0.0,2.0,0.0
36.0,1.0,13.0,11.0,2.0,0.85
37.0,-1.0,2.0,1.0,1.0,0.5
38.0,-1.0,1.0,0.0,1.0,0.0
39.0,1.0,7.0,5.0,2.0,0.71
40.0,-1.0,2.0,1.0,1.0,0.5
41.0,1.0,9.0,7.0,2.0,0.78
42.0,-1.0,2.0,0.0,2.0,0.0
43.0,1.0,13.0,11.0,2.0,0.85
44.0,1.0,3.0,2.0,1.0,0.67
45.0,-1.0,5.0,2.0,3.0,0.4
46.0,1.0,9.0,7.0,2.0,0.78
47.0,1.0,5.0,4.0,1.0,0.8
48.0,-1.0,2.0,0.0,2.0,0.0
49.0,1.0,8.0,7.0,1.0,0.88
50.0,1.0,2.0,2.0,0.0,1.0
51.0,1.0,1.0,1.0,0.0,1.0
52.0,1.0,7.0,4.0,3.0,0.57
53.0,-1.0,4.0,2.0,2.0,0.5
54.0,1.0,8.0,6.0,2.0,0.75
55.0,-1.0,2.0,1.0,1.0,0.5
56.0,1.0,12.0,9.0,3.0,0.75
57.0,1.0,3.0,3.0,0.0,1.0
58.0,-1.0,4.0,1.0,3.0,0.25
59.0,1.0,1.0,1.0,0.0,1.0
60.0,1.0,5.0,3.0,2.0,0.6
61.0,-1.0,6.0,3.0,3.0,0.5
62.0,1.0,8.0,5.0,3.0,0.63
63.0,-1.0,2.0,1.0,1.0,0.5
64.0,1.0,8.0,6.0,2.0,0.75
65.0,-1.0,2.0,1.0,1.0,0.5
66.0,-1.0,1.0,0.0,1.0,0.0
